Geneid,sorted.step1.CH8_hisat2_B20_C.bam,sorted.step1.CH36_hisat2_B20_C.bam,sorted.step1.CH64_hisat2_B20_C.bam,sorted.step1.CH5_hisat2_B20_EAB.bam,sorted.step1.CH33_hisat2_B20_EAB.bam,sorted.step1.CH125_hisat2_B20_EAB.bam
FRAEX38873_v2_000063390,967,1069,979,1317,1220,1060
FRAEX38873_v2_000063400,938,1385,824,943,1481,1026
FRAEX38873_v2_000063410,273,623,348,437,604,544
FRAEX38873_v2_000063420,2272,1764,2608,1864,1192,1571
FRAEX38873_v2_000063430,125,73,68,207,295,268
FRAEX38873_v2_000063440,187,252,86,934,845,460
FRAEX38873_v2_000064070,1814,1318,1501,1203,1107,1435
FRAEX38873_v2_000064080,77,44,49,83,398,358
FRAEX38873_v2_000064090,704,448,446,429,447,352
FRAEX38873_v2_000064100,1031,495,468,838,1081,683
FRAEX38873_v2_000064110,0,0,0,0,0,0
FRAEX38873_v2_000064120,1210,1052,1158,1073,897,949
FRAEX38873_v2_000064130,321,203,380,426,443,463
FRAEX38873_v2_000064140,458,256,457,1022,978,1003
FRAEX38873_v2_000064150,11,0,0,7,0,0
FRAEX38873_v2_000064160,260,93,223,93,86,78
FRAEX38873_v2_000064170,0,0,2,4,15,1
FRAEX38873_v2_000064180,135,198,216,196,139,312
FRAEX38873_v2_000064190,363,642,468,1436,611,634
FRAEX38873_v2_000064200,309,421,453,370,209,391
FRAEX38873_v2_000064210,0,0,0,0,0,0
FRAEX38873_v2_000064220,153,116,126,304,85,69
FRAEX38873_v2_000064230,697,887,473,1256,819,376
FRAEX38873_v2_000064240,170,173,147,316,456,798
FRAEX38873_v2_000064250,349,402,473,515,579,452
FRAEX38873_v2_000064260,803,907,680,803,428,584
FRAEX38873_v2_000064270,8,11,55,96,36,18
FRAEX38873_v2_000064280,555,401,752,662,980,1051
FRAEX38873_v2_000064290,995,1023,1257,1747,1341,1308
FRAEX38873_v2_000064300,1,0,0,0,0,4
FRAEX38873_v2_000064310,169,211,197,286,1493,456
FRAEX38873_v2_000064320,0,7,3,97,2499,3329
FRAEX38873_v2_000064330,58,62,169,77,39,72
FRAEX38873_v2_000065110,529,557,814,461,451,298
FRAEX38873_v2_000065120,1420,1190,2330,2751,2469,3152
FRAEX38873_v2_000065130,9,14,5,24,15,6
FRAEX38873_v2_000065140,0,0,0,0,0,0
FRAEX38873_v2_000065150,525,261,255,890,2665,687
FRAEX38873_v2_000065160,1954,1961,1998,1887,1902,2220
FRAEX38873_v2_000065170,64,57,148,88,31,38
FRAEX38873_v2_000065760,431,494,418,431,371,493
FRAEX38873_v2_000065770,773,785,606,680,413,438
FRAEX38873_v2_000065780,46,22,34,18,77,96
FRAEX38873_v2_000065790,1,1,13,101,13,8
FRAEX38873_v2_000065800,886,704,1076,746,376,764
FRAEX38873_v2_000065810,0,9,0,10,10,4
FRAEX38873_v2_000065820,646,944,820,973,1187,1003
FRAEX38873_v2_000065830,503,507,769,758,655,927
FRAEX38873_v2_000065840,407,358,424,506,429,540
FRAEX38873_v2_000065850,639,778,692,845,794,795
FRAEX38873_v2_000065860,304,484,498,769,712,732
FRAEX38873_v2_000065870,0,0,0,0,0,0
FRAEX38873_v2_000065880,0,0,0,0,0,0
FRAEX38873_v2_000065890,389,422,501,700,1452,796
FRAEX38873_v2_000065900,377,338,352,355,131,248
FRAEX38873_v2_000066810,0,0,0,0,0,0
FRAEX38873_v2_000066830,39,52,32,29,19,37
FRAEX38873_v2_000066840,3,0,2,2,3,0
FRAEX38873_v2_000066850,2,0,1,0,0,0
FRAEX38873_v2_000066860,0,0,0,0,0,6
FRAEX38873_v2_000067490,5,0,11,0,0,9
FRAEX38873_v2_000067500,0,0,0,0,0,0
FRAEX38873_v2_000067510,98,96,0,7,227,23
FRAEX38873_v2_000067520,672,748,290,298,308,395
FRAEX38873_v2_000067530,5,0,31,1,1,11
FRAEX38873_v2_000067540,123,89,220,225,213,254
FRAEX38873_v2_000067550,1815,986,285,588,1467,968
FRAEX38873_v2_000067560,35,52,66,79,27,40
FRAEX38873_v2_000067570,3,2,9,0,12,1
FRAEX38873_v2_000067580,0,0,0,0,0,0
FRAEX38873_v2_000068390,0,0,0,0,0,0
FRAEX38873_v2_000068400,34,50,35,21,2,11
FRAEX38873_v2_000068420,92,67,54,19,31,36
FRAEX38873_v2_000068430,397,291,373,302,301,85
FRAEX38873_v2_000068440,46,57,38,72,77,110
FRAEX38873_v2_000069140,21,47,22,73,45,33
FRAEX38873_v2_000069150,346,414,444,679,731,910
FRAEX38873_v2_000069160,10,9,12,18,1,0
FRAEX38873_v2_000069170,174,110,329,864,639,996
FRAEX38873_v2_000069180,76,108,264,74,108,291
FRAEX38873_v2_000069190,188,265,914,568,608,1288
FRAEX38873_v2_000069200,5,12,6,12,10,10
FRAEX38873_v2_000069210,182,251,223,255,136,141
FRAEX38873_v2_000069220,663,663,1620,1142,1042,1361
FRAEX38873_v2_000069230,0,0,2,3,0,7
FRAEX38873_v2_000069240,2551,2430,2707,3499,4418,4922
FRAEX38873_v2_000069250,350,233,188,349,548,459
FRAEX38873_v2_000069260,291,82,149,158,115,237
FRAEX38873_v2_000069270,0,0,0,2,0,0
FRAEX38873_v2_000069980,93,0,15,16,24,23
FRAEX38873_v2_000069990,0,0,0,0,0,0
FRAEX38873_v2_000070000,84,105,163,112,46,101
FRAEX38873_v2_000070010,54,62,49,50,87,62
FRAEX38873_v2_000070020,722,1385,237,1490,427,132
FRAEX38873_v2_000070030,10,20,10,11,18,475
FRAEX38873_v2_000070040,812,902,1042,1009,993,1190
FRAEX38873_v2_000070050,28,41,57,108,101,13
FRAEX38873_v2_000070060,184,207,166,201,234,196
FRAEX38873_v2_000070720,217,411,1524,523,95,686
FRAEX38873_v2_000070730,0,0,0,0,0,0
FRAEX38873_v2_000070740,643,463,586,546,562,805
FRAEX38873_v2_000070750,2,0,14,0,0,0
FRAEX38873_v2_000070760,0,16,0,2,4,5
FRAEX38873_v2_000070770,26,5,290,4,11,14
FRAEX38873_v2_000070780,0,0,0,0,0,0
FRAEX38873_v2_000070790,187,213,442,356,96,166
FRAEX38873_v2_000070800,1298,984,1567,1044,1717,1584
FRAEX38873_v2_000070810,1944,1454,729,1143,1876,663
FRAEX38873_v2_000070820,0,0,0,0,0,0
FRAEX38873_v2_000070830,0,0,4,14,0,4
FRAEX38873_v2_000070840,621,764,759,701,568,582
FRAEX38873_v2_000071270,388,372,342,480,785,475
FRAEX38873_v2_000071280,920,664,1071,947,851,1112
FRAEX38873_v2_000071290,387,365,463,338,556,405
FRAEX38873_v2_000071300,701,349,572,2713,2825,1730
FRAEX38873_v2_000071310,445,454,477,490,654,591
FRAEX38873_v2_000071320,8,21,2,52,79,235
FRAEX38873_v2_000071330,0,0,0,8,0,0
FRAEX38873_v2_000071340,0,0,0,3,73,29
FRAEX38873_v2_000071350,0,0,0,1,0,2
FRAEX38873_v2_000071360,73,37,69,77,121,35
FRAEX38873_v2_000071370,27,24,55,65,18,23
FRAEX38873_v2_000071380,588,670,294,274,351,244
FRAEX38873_v2_000071390,656,1030,2216,1694,546,1755
FRAEX38873_v2_000071400,211,194,258,231,299,346
FRAEX38873_v2_000071410,8,8,26,53,153,52
FRAEX38873_v2_000071420,388,288,208,88,208,206
FRAEX38873_v2_000071430,3395,3948,4353,2818,1832,2381
FRAEX38873_v2_000071440,782,808,1043,1111,1054,979
FRAEX38873_v2_000071450,0,0,0,0,0,0
FRAEX38873_v2_000071460,302,307,367,585,612,591
FRAEX38873_v2_000071470,0,0,0,0,0,0
FRAEX38873_v2_000071480,12,2,1,20,91,72
FRAEX38873_v2_000072070,4380,3121,3877,3563,2980,3878
FRAEX38873_v2_000072080,382,241,331,528,582,575
FRAEX38873_v2_000072090,128,116,11,74,55,58
FRAEX38873_v2_000072100,36,57,30,64,46,320
FRAEX38873_v2_000072110,294,252,376,454,147,272
FRAEX38873_v2_000072120,864,358,513,1838,685,313
FRAEX38873_v2_000072130,382,225,354,380,258,358
FRAEX38873_v2_000072140,0,0,0,0,0,0
FRAEX38873_v2_000072150,0,0,0,0,0,0
FRAEX38873_v2_000072160,0,0,0,0,3,0
FRAEX38873_v2_000072170,37,374,155,29,180,3
FRAEX38873_v2_000072180,163,282,185,147,69,86
FRAEX38873_v2_000072190,148,62,193,206,228,272
FRAEX38873_v2_000072200,67,76,52,15,40,37
FRAEX38873_v2_000072210,305,128,58,6,21,25
FRAEX38873_v2_000072220,0,9,4,2,90,10
FRAEX38873_v2_000072230,1869,2415,2976,1704,1477,1104
FRAEX38873_v2_000072240,73,120,179,86,241,169
FRAEX38873_v2_000072250,73,194,321,325,97,149
FRAEX38873_v2_000072260,308,131,30,98,703,202
FRAEX38873_v2_000072970,0,0,0,0,0,0
FRAEX38873_v2_000072980,0,0,0,0,0,0
FRAEX38873_v2_000072990,86,799,592,1125,315,167
FRAEX38873_v2_000073750,0,0,4,0,3,2
FRAEX38873_v2_000073760,159,252,204,183,560,611
FRAEX38873_v2_000073770,7,0,0,21,14,0
FRAEX38873_v2_000073780,111,244,115,169,297,72
FRAEX38873_v2_000073790,56,47,34,89,299,223
FRAEX38873_v2_000073800,60,10,68,89,95,41
FRAEX38873_v2_000073810,0,37,13,0,0,0
FRAEX38873_v2_000073820,9,27,9,38,5,7
FRAEX38873_v2_000073830,413,839,783,2257,1641,722
FRAEX38873_v2_000073840,456,271,475,581,650,647
FRAEX38873_v2_000073850,382,689,718,924,1288,1190
FRAEX38873_v2_000073860,2,0,15,19,34,21
FRAEX38873_v2_000073870,22,12,10,57,127,141
FRAEX38873_v2_000073880,275,839,436,515,1146,744
FRAEX38873_v2_000074720,992,1226,1269,1114,699,858
FRAEX38873_v2_000074730,35,29,47,95,40,10
FRAEX38873_v2_000074740,5,2,2,3,3,5
FRAEX38873_v2_000074750,164,233,152,235,294,357
FRAEX38873_v2_000074760,0,0,1,0,0,0
FRAEX38873_v2_000074770,0,37,0,0,3,0
FRAEX38873_v2_000074780,1,21,0,17,187,7
FRAEX38873_v2_000074790,309,396,298,372,490,355
FRAEX38873_v2_000074800,477,480,379,333,301,610
FRAEX38873_v2_000074810,253,290,402,418,402,707
FRAEX38873_v2_000074820,354,224,330,512,377,126
FRAEX38873_v2_000074840,766,639,977,1338,539,485
FRAEX38873_v2_000074850,417,539,465,4013,5419,21303
FRAEX38873_v2_000074860,2518,2520,2434,2382,2073,1919
FRAEX38873_v2_000075580,0,0,0,0,0,0
FRAEX38873_v2_000075590,446,145,230,38,191,83
FRAEX38873_v2_000075600,34,30,33,75,251,162
FRAEX38873_v2_000075610,389,438,349,573,380,605
FRAEX38873_v2_000075620,387,427,407,386,478,493
FRAEX38873_v2_000075630,741,307,88,113,226,86
FRAEX38873_v2_000075640,181,247,414,40,84,8
FRAEX38873_v2_000075650,1995,1270,2918,1539,1195,1579
FRAEX38873_v2_000075660,64,24,313,240,19,762
FRAEX38873_v2_000075670,494,437,625,624,616,893
FRAEX38873_v2_000076290,4,57,47,97,23,14
FRAEX38873_v2_000076300,3529,2261,3091,1995,754,3006
FRAEX38873_v2_000076310,1850,1597,2119,2464,1954,1351
FRAEX38873_v2_000076320,389,251,390,405,346,311
FRAEX38873_v2_000076330,6,18,13,5,2,59
FRAEX38873_v2_000076340,619,660,795,708,751,346
FRAEX38873_v2_000076350,25,25,58,59,27,43
FRAEX38873_v2_000076360,228,217,275,623,596,782
FRAEX38873_v2_000076370,67,92,47,77,5,27
FRAEX38873_v2_000076380,5,30,46,156,47,7
FRAEX38873_v2_000077160,1,9,21,44,43,10
FRAEX38873_v2_000077190,18,0,26,4,0,0
FRAEX38873_v2_000077200,569,380,555,887,856,1082
FRAEX38873_v2_000077210,1414,1225,1706,1567,1630,1357
FRAEX38873_v2_000077220,386,328,718,647,438,981
FRAEX38873_v2_000077230,5,5,15,4,0,4
FRAEX38873_v2_000077240,0,0,5,0,0,0
FRAEX38873_v2_000077250,10,2,17,6,17,12
FRAEX38873_v2_000077260,433,403,480,549,789,610
FRAEX38873_v2_000077270,127,97,35,80,45,53
FRAEX38873_v2_000077280,5,7,55,0,0,0
FRAEX38873_v2_000077290,20,0,8,48,104,35
FRAEX38873_v2_000077300,13,0,1,9,7,4
FRAEX38873_v2_000077310,43,16,7,21,271,120
FRAEX38873_v2_000077320,1256,942,1235,1076,1484,1910
FRAEX38873_v2_000077330,685,763,800,987,1736,1641
FRAEX38873_v2_000077340,1013,405,917,1053,741,1154
FRAEX38873_v2_000077350,2457,1486,2297,2821,1753,3389
FRAEX38873_v2_000077390,5,0,23,147,56,12
FRAEX38873_v2_000078190,212,82,369,256,219,240
FRAEX38873_v2_000078200,27,30,28,9,12,27
FRAEX38873_v2_000078210,314,287,273,952,1316,1295
FRAEX38873_v2_000078220,228,225,163,228,186,173
FRAEX38873_v2_000078230,0,0,0,4,0,0
FRAEX38873_v2_000078240,399,507,412,559,646,670
FRAEX38873_v2_000078250,177,126,41,125,117,28
FRAEX38873_v2_000078260,169,183,160,141,69,152
FRAEX38873_v2_000078270,1528,330,187,307,507,411
FRAEX38873_v2_000078280,0,0,0,0,0,0
FRAEX38873_v2_000078290,1639,1646,1899,2266,2074,2372
FRAEX38873_v2_000078300,2,0,19,16,5,24
FRAEX38873_v2_000078870,17,5,32,22,21,30
FRAEX38873_v2_000078880,0,0,0,0,0,0
FRAEX38873_v2_000078890,11931,11420,21905,15593,5320,6382
FRAEX38873_v2_000078900,71,80,85,36,19,49
FRAEX38873_v2_000078910,11,137,103,8,0,3
FRAEX38873_v2_000078920,0,0,0,0,0,0
FRAEX38873_v2_000078930,0,0,0,0,0,0
FRAEX38873_v2_000078940,1512,1684,808,1749,2268,1427
FRAEX38873_v2_000078950,2881,3349,1210,3251,3927,3004
FRAEX38873_v2_000078960,1,0,0,4,1,16
FRAEX38873_v2_000079510,196,186,463,364,209,298
FRAEX38873_v2_000079520,201,211,251,239,422,266
FRAEX38873_v2_000079530,3,20,9,8,32,15
FRAEX38873_v2_000079540,314,140,294,325,237,420
FRAEX38873_v2_000079550,0,0,0,3,0,0
FRAEX38873_v2_000079560,363,423,425,784,1574,1525
FRAEX38873_v2_000079570,16,14,22,325,97,37
FRAEX38873_v2_000079580,64,103,760,184,19,198
FRAEX38873_v2_000079590,53,29,102,392,413,385
FRAEX38873_v2_000079600,91,66,140,174,49,205
FRAEX38873_v2_000079620,3494,3082,4214,3567,3277,2506
FRAEX38873_v2_000079630,188,150,290,191,234,192
FRAEX38873_v2_000079640,367,298,383,421,483,635
FRAEX38873_v2_000079650,210,164,321,115,160,154
FRAEX38873_v2_000079660,216,103,5,17,13,54
FRAEX38873_v2_000079670,65,107,71,125,108,85
FRAEX38873_v2_000079680,471,307,403,433,468,675
FRAEX38873_v2_000079690,0,0,0,0,0,0
FRAEX38873_v2_000079700,556,725,882,945,675,756
FRAEX38873_v2_000079720,26,51,63,361,944,1765
FRAEX38873_v2_000080470,493,529,628,623,648,749
FRAEX38873_v2_000080480,1,24,166,83,30,67
FRAEX38873_v2_000080490,10,120,274,208,64,167
FRAEX38873_v2_000080500,0,0,0,0,0,0
FRAEX38873_v2_000080510,0,0,0,0,0,0
FRAEX38873_v2_000080520,7,4,23,8,7,18
FRAEX38873_v2_000080530,0,0,0,0,0,0
FRAEX38873_v2_000080540,0,0,0,0,0,0
FRAEX38873_v2_000080550,147,38,94,170,64,89
FRAEX38873_v2_000080560,0,1,0,0,0,1
FRAEX38873_v2_000080570,0,0,0,0,0,0
FRAEX38873_v2_000080580,2,0,0,14,0,0
FRAEX38873_v2_000080590,0,0,0,0,0,0
FRAEX38873_v2_000080600,1199,358,319,176,582,121
FRAEX38873_v2_000081290,143,59,124,142,105,120
FRAEX38873_v2_000081300,60,22,86,192,128,15
FRAEX38873_v2_000081310,5,8,6,5,35,9
FRAEX38873_v2_000081320,150,158,185,226,211,183
FRAEX38873_v2_000081330,81,121,134,166,113,167
FRAEX38873_v2_000081340,2787,3463,4929,9061,13662,11714
FRAEX38873_v2_000081350,92,232,115,344,384,361
FRAEX38873_v2_000081360,3330,2993,3732,1656,1419,2201
FRAEX38873_v2_000081370,537,898,698,539,981,517
FRAEX38873_v2_000081390,496,399,491,350,349,332
FRAEX38873_v2_000081400,0,0,0,0,0,0
FRAEX38873_v2_000081410,0,6,0,0,0,0
FRAEX38873_v2_000081420,177,176,622,621,365,655
FRAEX38873_v2_000081430,943,760,992,940,1045,1124
FRAEX38873_v2_000081440,274,246,337,312,407,385
FRAEX38873_v2_000081450,1011,856,1302,1430,1550,1594
FRAEX38873_v2_000082490,20,38,50,55,33,29
FRAEX38873_v2_000082500,61,335,71,234,33,106
FRAEX38873_v2_000082510,749,598,1140,1667,1536,1948
FRAEX38873_v2_000082520,1,1,1,5,0,0
FRAEX38873_v2_000082530,2101,926,812,4217,6304,12513
FRAEX38873_v2_000082540,190,194,369,1952,1332,1957
FRAEX38873_v2_000082550,11,11,32,170,28,9
FRAEX38873_v2_000082560,176,186,189,249,101,131
FRAEX38873_v2_000082570,0,0,0,8,4,0
FRAEX38873_v2_000082580,2,1,6,13,24,11
FRAEX38873_v2_000082590,4119,5010,7911,4379,3186,4458
FRAEX38873_v2_000082600,417,683,939,858,313,883
FRAEX38873_v2_000082610,0,0,4,0,0,0
FRAEX38873_v2_000082620,27226,35381,88763,74251,43679,28053
FRAEX38873_v2_000082630,0,0,0,0,0,0
FRAEX38873_v2_000082640,342,251,455,363,180,142
FRAEX38873_v2_000082650,110,65,99,81,123,79
FRAEX38873_v2_000083520,260,296,266,157,185,171
FRAEX38873_v2_000083530,2979,5509,1722,1644,1835,946
FRAEX38873_v2_000083540,4350,4281,3743,4913,4974,5428
FRAEX38873_v2_000083550,416,131,192,179,110,135
FRAEX38873_v2_000083560,152,142,223,322,524,322
FRAEX38873_v2_000083570,86,19,2,0,68,18
FRAEX38873_v2_000083580,1715,1506,2293,1796,1192,1683
FRAEX38873_v2_000083590,305,217,385,363,395,295
FRAEX38873_v2_000083600,4621,2192,4471,4108,3551,4535
FRAEX38873_v2_000083610,2578,1573,4486,1202,3680,4268
FRAEX38873_v2_000083620,368,421,653,993,1226,881
FRAEX38873_v2_000083630,24,54,34,63,140,80
FRAEX38873_v2_000083640,0,0,2,47,366,205
FRAEX38873_v2_000083650,1930,1860,1182,2276,2686,1466
FRAEX38873_v2_000084210,5,2,5,5,79,31
FRAEX38873_v2_000084220,915,958,927,1157,931,811
FRAEX38873_v2_000084230,40,10,6,29,0,5
FRAEX38873_v2_000084240,453,204,282,461,323,340
FRAEX38873_v2_000084250,0,0,0,2,3,0
FRAEX38873_v2_000084260,168,630,386,1168,1328,1247
FRAEX38873_v2_000084270,519,626,719,605,578,672
FRAEX38873_v2_000084280,210,189,153,218,260,272
FRAEX38873_v2_000084290,46,183,253,227,182,80
FRAEX38873_v2_000085100,2,9,14,28,1,9
FRAEX38873_v2_000085110,574,522,145,234,214,183
FRAEX38873_v2_000085120,13,13,6,17,83,188
FRAEX38873_v2_000085130,91,242,106,128,40,66
FRAEX38873_v2_000085140,0,0,0,0,0,0
FRAEX38873_v2_000085150,113,45,82,114,132,86
FRAEX38873_v2_000085160,68,345,337,708,913,384
FRAEX38873_v2_000085170,132,99,93,129,88,149
FRAEX38873_v2_000085180,1,14,0,0,3,0
FRAEX38873_v2_000085190,880,1058,757,787,820,920
FRAEX38873_v2_000085200,38,97,144,212,109,107
FRAEX38873_v2_000085210,274,258,252,208,421,351
FRAEX38873_v2_000085220,43,24,11,139,163,152
FRAEX38873_v2_000085230,346,426,441,558,535,362
FRAEX38873_v2_000085240,1702,1672,1652,2340,2332,2124
FRAEX38873_v2_000085250,0,0,0,2,0,0
FRAEX38873_v2_000085260,2636,2130,3050,3724,3444,5374
FRAEX38873_v2_000085270,197,120,182,507,151,156
FRAEX38873_v2_000085280,0,5,10,0,0,2
FRAEX38873_v2_000085290,1033,816,1213,1480,1440,2460
FRAEX38873_v2_000085300,48,59,32,27,26,19
FRAEX38873_v2_000085310,257,139,189,211,232,204
FRAEX38873_v2_000085320,0,0,0,0,0,0
FRAEX38873_v2_000085940,3410,2691,3045,2904,4368,3065
FRAEX38873_v2_000085950,3,0,0,0,2,2
FRAEX38873_v2_000085960,236,91,222,107,291,173
FRAEX38873_v2_000085970,145,156,154,90,47,138
FRAEX38873_v2_000085980,1284,1509,1711,1385,1309,1282
FRAEX38873_v2_000085990,232,23,0,0,6,0
FRAEX38873_v2_000086000,368,379,298,624,1491,1572
FRAEX38873_v2_000086010,4,0,0,0,0,0
FRAEX38873_v2_000086020,4675,4916,5966,4887,5750,4536
FRAEX38873_v2_000086030,3118,2242,2268,2584,2001,1570
FRAEX38873_v2_000086040,0,0,3,6,1,257
FRAEX38873_v2_000086050,56,9,41,16,11,15
FRAEX38873_v2_000086410,655,929,1027,1147,1537,1521
FRAEX38873_v2_000086420,8,17,8,53,20,5
FRAEX38873_v2_000086430,0,0,5,10,8,0
FRAEX38873_v2_000086440,89,176,178,117,144,183
FRAEX38873_v2_000086940,369,397,500,595,550,451
FRAEX38873_v2_000086950,0,0,0,0,2,0
FRAEX38873_v2_000086960,0,0,0,0,0,0
FRAEX38873_v2_000086970,1547,1135,1746,1813,1619,2384
FRAEX38873_v2_000086980,1269,980,1156,1459,1590,1964
FRAEX38873_v2_000086990,891,895,1073,1473,1378,1242
FRAEX38873_v2_000087000,640,606,831,878,845,879
FRAEX38873_v2_000087010,1,0,13,19,53,90
FRAEX38873_v2_000087020,467,385,542,542,636,623
FRAEX38873_v2_000087030,1981,2296,3144,2101,2761,2850
FRAEX38873_v2_000087040,113,110,90,134,83,62
FRAEX38873_v2_000087050,2192,2089,2844,1910,1342,1667
FRAEX38873_v2_000087060,127,137,135,103,232,307
FRAEX38873_v2_000087070,0,0,0,0,1,0
FRAEX38873_v2_000087080,38,43,78,135,103,77
FRAEX38873_v2_000087090,1251,2587,2543,2399,1862,5862
FRAEX38873_v2_000087740,65,92,35,98,13,22
FRAEX38873_v2_000087750,42,15,78,62,38,23
FRAEX38873_v2_000087760,3187,2431,3714,3511,2756,3599
FRAEX38873_v2_000087770,1010,1836,1247,2368,1147,1519
FRAEX38873_v2_000087780,308,679,578,448,621,352
FRAEX38873_v2_000087790,16,5,16,28,73,44
FRAEX38873_v2_000087800,1577,2191,2492,2044,1753,2132
FRAEX38873_v2_000087810,1202,1309,1393,2872,2457,4405
FRAEX38873_v2_000087820,0,0,0,0,0,3
FRAEX38873_v2_000087830,320,239,383,246,189,301
FRAEX38873_v2_000087840,445,405,553,323,310,258
FRAEX38873_v2_000087850,17,49,12,39,30,62
FRAEX38873_v2_000088610,38,127,125,105,64,128
FRAEX38873_v2_000088620,1643,863,765,851,1041,914
FRAEX38873_v2_000088630,143,152,88,488,84,80
FRAEX38873_v2_000088640,537,303,437,378,315,358
FRAEX38873_v2_000088650,3763,2852,2773,2921,3067,2258
FRAEX38873_v2_000088660,2188,1435,168,539,2798,964
FRAEX38873_v2_000088670,0,0,0,0,0,0
FRAEX38873_v2_000088680,153,162,332,167,78,50
FRAEX38873_v2_000088690,123,187,151,176,137,249
FRAEX38873_v2_000088700,0,0,0,0,0,0
FRAEX38873_v2_000088710,42,13,28,8,19,36
FRAEX38873_v2_000088720,33,186,226,16,0,35
FRAEX38873_v2_000088730,0,0,0,0,0,0
FRAEX38873_v2_000088740,0,0,0,0,25,0
FRAEX38873_v2_000089280,942,260,77,219,371,118
FRAEX38873_v2_000089290,391,329,484,492,479,447
FRAEX38873_v2_000089300,537,273,435,430,203,386
FRAEX38873_v2_000089310,320,388,525,583,528,643
FRAEX38873_v2_000089320,20,20,80,3,34,10
FRAEX38873_v2_000089330,3,0,0,4,9,1
FRAEX38873_v2_000089340,2076,2094,3075,2785,2362,2822
FRAEX38873_v2_000089350,2242,1281,1274,1652,2016,1451
FRAEX38873_v2_000089360,461,511,1068,1068,423,930
FRAEX38873_v2_000089370,0,5,0,0,0,0
FRAEX38873_v2_000089380,0,0,0,0,0,0
FRAEX38873_v2_000089390,275,287,330,271,74,98
FRAEX38873_v2_000089400,996,820,931,1034,851,1048
FRAEX38873_v2_000089410,5,5,9,109,68,34
FRAEX38873_v2_000090000,5,14,0,15,0,0
FRAEX38873_v2_000090010,109,46,52,199,162,71
FRAEX38873_v2_000090020,20,0,40,107,127,84
FRAEX38873_v2_000090030,217,226,256,184,132,222
FRAEX38873_v2_000090040,0,0,0,1,0,0
FRAEX38873_v2_000090050,112,181,113,233,222,170
FRAEX38873_v2_000090060,819,630,844,652,897,551
FRAEX38873_v2_000090070,2502,938,2329,1811,944,1216
FRAEX38873_v2_000090080,0,0,0,7,0,0
FRAEX38873_v2_000090090,869,1156,1545,1016,415,777
FRAEX38873_v2_000090100,24,19,54,71,90,42
FRAEX38873_v2_000090110,2,3,2,3,0,0
FRAEX38873_v2_000090120,235,516,178,27,142,104
FRAEX38873_v2_000090130,612,744,1673,811,1582,1028
FRAEX38873_v2_000090140,4,0,0,0,1,0
FRAEX38873_v2_000090150,0,0,0,0,0,0
FRAEX38873_v2_000090160,440,341,1042,480,318,309
FRAEX38873_v2_000090170,937,987,1971,1589,1971,2042
FRAEX38873_v2_000091350,78,30,50,85,47,51
FRAEX38873_v2_000091360,1291,775,1363,1243,1369,1203
FRAEX38873_v2_000091370,1555,1602,1673,3932,6103,7921
FRAEX38873_v2_000091380,819,817,792,1275,1385,953
FRAEX38873_v2_000091390,337,327,318,466,577,331
FRAEX38873_v2_000091400,2,9,0,0,0,8
FRAEX38873_v2_000092080,0,0,0,0,0,0
FRAEX38873_v2_000092090,2763,2662,2610,2813,2986,4271
FRAEX38873_v2_000092100,8,0,0,0,0,0
FRAEX38873_v2_000092110,110,210,226,1178,1070,168
FRAEX38873_v2_000092120,448,780,646,1109,1372,409
FRAEX38873_v2_000092130,0,0,0,0,0,0
FRAEX38873_v2_000092140,0,0,0,0,0,0
FRAEX38873_v2_000092150,334,256,250,485,576,426
FRAEX38873_v2_000092160,872,941,1242,1593,1071,1397
FRAEX38873_v2_000092170,0,0,0,0,0,0
FRAEX38873_v2_000092180,1305,1152,1646,2151,1867,2039
FRAEX38873_v2_000092190,0,6,1,10,0,11
FRAEX38873_v2_000092200,381,258,375,284,216,450
FRAEX38873_v2_000092210,232,365,197,1032,2687,1163
FRAEX38873_v2_000092220,4,5,0,23,6,3
FRAEX38873_v2_000092230,3387,3808,5158,3368,2063,2393
FRAEX38873_v2_000092240,9,0,9,31,27,19
FRAEX38873_v2_000092250,14,270,142,159,0,0
FRAEX38873_v2_000092260,65,52,34,40,11,16
FRAEX38873_v2_000093090,332,277,525,647,429,2282
FRAEX38873_v2_000093100,0,0,0,3,41,97
FRAEX38873_v2_000093110,71,644,903,1865,382,239
FRAEX38873_v2_000093120,715,774,974,1182,1438,1781
FRAEX38873_v2_000093130,62,138,131,113,149,115
FRAEX38873_v2_000093140,1090,752,1043,947,1136,898
FRAEX38873_v2_000093150,27,0,11,17,7,23
FRAEX38873_v2_000093160,2,20,18,22,22,32
FRAEX38873_v2_000093170,387,209,285,224,161,165
FRAEX38873_v2_000093180,524,442,450,549,451,385
FRAEX38873_v2_000093190,0,12,4,6,7,5
FRAEX38873_v2_000093200,1880,3721,3227,4312,5050,4194
FRAEX38873_v2_000093210,1576,2150,2194,2577,3310,3442
