Geneid;c1;c2;c3;t1;t2;t3
FRAEX38873_v2_000260790;7259;4128;5487;3764;4880;6913
FRAEX38873_v2_000260800;11825;8537;9132;10329;11109;14101
FRAEX38873_v2_000260810;135;107;132;169;114;127
FRAEX38873_v2_000260820;103;170;119;179;199;199
FRAEX38873_v2_000261210;605;430;618;1518;1026;1062
FRAEX38873_v2_000261220;16;8;15;51;57;155
FRAEX38873_v2_000261230;0;0;0;0;3;0
FRAEX38873_v2_000261240;4056;682;2338;1706;1592;2310
FRAEX38873_v2_000261250;1207;974;1073;1247;1757;1401
FRAEX38873_v2_000261260;484;416;628;736;318;94
FRAEX38873_v2_000261270;5655;4666;5160;3451;4512;3955
FRAEX38873_v2_000261280;368;476;421;557;334;372
FRAEX38873_v2_000261290;82;491;689;27;20;48
FRAEX38873_v2_000261430;1732;1365;1748;619;628;625
FRAEX38873_v2_000261440;15210;11378;8449;16417;21441;17809
FRAEX38873_v2_000261450;3312;3102;3556;3036;3465;3479
FRAEX38873_v2_000261460;23;60;21;85;15;192
FRAEX38873_v2_000261470;128;216;146;23;331;188
FRAEX38873_v2_000261480;283;279;159;347;90;828
FRAEX38873_v2_000261490;47;44;67;48;47;82
FRAEX38873_v2_000261520;9;3;15;147;235;100
FRAEX38873_v2_000261530;1259;1101;829;1102;374;720
FRAEX38873_v2_000261680;892;800;776;745;766;651
FRAEX38873_v2_000261690;501;587;686;613;559;541
FRAEX38873_v2_000261700;623;1333;1639;3149;2315;3921
FRAEX38873_v2_000261710;406;353;276;214;159;225
FRAEX38873_v2_000261720;937;1748;963;1828;691;2707
FRAEX38873_v2_000261730;666;606;529;417;562;758
FRAEX38873_v2_000261740;47;89;137;732;1384;249
FRAEX38873_v2_000261750;375;527;300;438;516;434
FRAEX38873_v2_000261760;1;9;4;5;1;14
FRAEX38873_v2_000261770;36;20;18;32;36;59
FRAEX38873_v2_000261780;13867;14929;15215;11410;10403;7853
FRAEX38873_v2_000261800;919;993;893;721;813;793
FRAEX38873_v2_000261810;800;529;937;2250;670;1517
FRAEX38873_v2_000261820;0;0;0;0;0;0
FRAEX38873_v2_000262010;619;580;585;181;284;252
FRAEX38873_v2_000262020;0;3;0;1;0;1
FRAEX38873_v2_000262030;58;42;63;59;95;60
FRAEX38873_v2_000262040;49;36;41;25;37;41
FRAEX38873_v2_000262050;399;223;157;85;91;242
FRAEX38873_v2_000262060;424;107;398;79;62;156
FRAEX38873_v2_000262070;503;490;412;349;432;500
FRAEX38873_v2_000262080;27;65;47;267;593;839
FRAEX38873_v2_000262090;222;257;321;449;669;635
FRAEX38873_v2_000262320;270;312;334;173;152;224
FRAEX38873_v2_000262330;740;640;755;652;826;887
FRAEX38873_v2_000262340;11;33;19;16;6;47
FRAEX38873_v2_000262350;0;0;0;0;0;0
FRAEX38873_v2_000262360;0;0;0;0;0;0
FRAEX38873_v2_000262760;196;266;222;83;108;96
FRAEX38873_v2_000262770;14274;12391;8518;5705;6086;2872
FRAEX38873_v2_000262780;0;0;0;0;0;0
FRAEX38873_v2_000262790;149;231;153;150;198;198
FRAEX38873_v2_000262800;915;1013;1354;1912;2126;1359
FRAEX38873_v2_000262810;0;0;0;0;0;0
FRAEX38873_v2_000262820;7;29;2;110;0;0
FRAEX38873_v2_000262830;0;0;0;0;0;0
FRAEX38873_v2_000262840;0;0;2;5;0;0
FRAEX38873_v2_000262850;328;222;292;372;508;473
FRAEX38873_v2_000262860;794;637;743;267;305;358
FRAEX38873_v2_000262870;13;13;2;0;0;10
FRAEX38873_v2_000262880;448;1362;4908;6887;6601;393
FRAEX38873_v2_000262890;59;72;499;587;443;27
FRAEX38873_v2_000263140;1707;1223;2236;901;653;766
FRAEX38873_v2_000263150;299;280;179;460;254;353
FRAEX38873_v2_000263160;1838;1485;474;224;48;54
FRAEX38873_v2_000263170;143;257;733;69;17;7
FRAEX38873_v2_000263180;30;34;31;14;12;26
FRAEX38873_v2_000263190;48;100;39;273;363;532
FRAEX38873_v2_000263200;464;358;515;117;60;173
FRAEX38873_v2_000263210;0;3;0;0;0;0
FRAEX38873_v2_000263220;97;143;263;30;9;219
FRAEX38873_v2_000263230;248;229;345;377;545;399
FRAEX38873_v2_000263540;109;23;98;8;46;40
FRAEX38873_v2_000263550;2906;2328;2668;2003;2433;2524
FRAEX38873_v2_000263790;39;71;243;5;0;0
FRAEX38873_v2_000263800;126;131;187;432;596;431
FRAEX38873_v2_000263810;0;3;0;0;0;2
FRAEX38873_v2_000263820;0;0;0;0;0;0
FRAEX38873_v2_000263830;487;236;976;859;600;270
FRAEX38873_v2_000263840;0;0;0;0;0;1
FRAEX38873_v2_000263850;0;0;0;0;0;0
FRAEX38873_v2_000263870;372;59;281;134;151;136
FRAEX38873_v2_000263880;42;9;39;210;566;25
FRAEX38873_v2_000263890;0;0;0;29;5;33
FRAEX38873_v2_000263900;340;409;350;269;328;303
FRAEX38873_v2_000263910;739;693;534;456;438;353
FRAEX38873_v2_000263920;2;0;5;12;29;37
FRAEX38873_v2_000263930;742;845;1485;1067;474;726
FRAEX38873_v2_000263940;0;0;0;0;0;0
FRAEX38873_v2_000264140;120;127;37;334;323;83
FRAEX38873_v2_000264150;0;0;0;0;0;0
FRAEX38873_v2_000264160;428;430;581;331;294;313
FRAEX38873_v2_000264170;122;127;72;195;150;143
FRAEX38873_v2_000264180;742;741;696;926;1027;827
FRAEX38873_v2_000264190;0;0;0;0;0;0
FRAEX38873_v2_000264200;96;168;233;480;113;327
FRAEX38873_v2_000264210;82;83;55;45;38;34
FRAEX38873_v2_000264220;1157;957;991;707;663;705
FRAEX38873_v2_000264230;64;36;96;44;51;32
FRAEX38873_v2_000264530;744;985;932;1294;1498;1267
FRAEX38873_v2_000264540;10;99;41;547;214;88
FRAEX38873_v2_000264550;494;394;293;311;312;324
FRAEX38873_v2_000264560;1;4;0;0;0;0
FRAEX38873_v2_000264570;19;100;88;207;6;44
FRAEX38873_v2_000264580;9840;8962;9311;4780;4612;4200
FRAEX38873_v2_000264590;342;427;346;335;480;531
FRAEX38873_v2_000264600;412;500;454;229;451;539
FRAEX38873_v2_000264610;56;80;21;72;111;108
FRAEX38873_v2_000264620;2455;1736;1811;1779;2393;1959
FRAEX38873_v2_000264630;1412;1209;1011;1050;1056;1148
FRAEX38873_v2_000264640;193;189;172;217;191;179
FRAEX38873_v2_000264650;846;758;976;1134;1373;1137
FRAEX38873_v2_000264660;0;0;0;17;9;0
FRAEX38873_v2_000264670;69;116;78;250;207;106
FRAEX38873_v2_000264680;104;107;89;267;215;145
FRAEX38873_v2_000264690;1965;1804;1772;1548;1518;1070
FRAEX38873_v2_000264700;430;681;299;616;487;628
FRAEX38873_v2_000264710;1696;1270;1467;2287;2508;2251
FRAEX38873_v2_000264720;0;0;0;0;0;0
FRAEX38873_v2_000264730;1293;907;733;722;586;898
FRAEX38873_v2_000264740;5773;8063;5643;960;250;1281
FRAEX38873_v2_000264750;43;61;37;44;7;48
FRAEX38873_v2_000264760;25;69;52;30;9;22
FRAEX38873_v2_000264770;805;619;966;525;546;552
FRAEX38873_v2_000264790;56;112;18;41;34;164
FRAEX38873_v2_000264800;57;15;47;50;59;71
FRAEX38873_v2_000264810;0;0;0;3;0;16
FRAEX38873_v2_000264980;1879;1869;1113;1434;1500;1915
FRAEX38873_v2_000264990;1013;1061;834;1060;1332;1247
FRAEX38873_v2_000265000;222;112;185;405;378;531
FRAEX38873_v2_000265010;119;190;434;659;181;317
FRAEX38873_v2_000265020;854;723;762;720;704;832
FRAEX38873_v2_000265030;2356;1633;1571;3085;1353;2410
FRAEX38873_v2_000265040;0;0;0;0;0;0
FRAEX38873_v2_000265050;583;445;586;579;752;528
FRAEX38873_v2_000265060;543;503;632;329;504;413
FRAEX38873_v2_000265070;56;29;22;36;51;71
FRAEX38873_v2_000265080;21;10;7;5;11;38
FRAEX38873_v2_000265280;587;332;837;531;414;254
FRAEX38873_v2_000265290;7047;6403;6900;6300;5841;5928
FRAEX38873_v2_000265710;2350;2482;2313;1434;1957;1501
FRAEX38873_v2_000265720;2182;2565;2114;834;759;737
FRAEX38873_v2_000265730;604;622;548;333;219;344
FRAEX38873_v2_000265740;1552;2099;1972;1500;1875;1744
FRAEX38873_v2_000265750;0;0;0;4;1;13
FRAEX38873_v2_000265760;0;8;0;2;3;11
FRAEX38873_v2_000265770;0;36;33;30;22;40
FRAEX38873_v2_000265780;723;841;656;632;646;798
FRAEX38873_v2_000265790;381;509;377;637;779;637
FRAEX38873_v2_000265800;4018;4513;4498;2689;3572;2745
FRAEX38873_v2_000266040;4936;4758;3216;4763;3763;5326
FRAEX38873_v2_000266050;995;853;698;1371;1393;2079
FRAEX38873_v2_000266060;7;23;46;13;5;33
FRAEX38873_v2_000266070;1026;1352;827;990;1413;1321
FRAEX38873_v2_000266080;0;0;0;0;0;0
FRAEX38873_v2_000266090;919;3111;3859;4923;1664;3210
FRAEX38873_v2_000266100;4570;4581;4742;13614;9009;12308
FRAEX38873_v2_000266770;597;362;592;238;208;305
FRAEX38873_v2_000266780;670;538;620;260;214;330
FRAEX38873_v2_000266790;394;453;449;371;290;410
FRAEX38873_v2_000266800;277;255;227;312;298;302
FRAEX38873_v2_000266810;190;207;234;197;216;318
FRAEX38873_v2_000266820;157;122;88;148;154;122
FRAEX38873_v2_000266830;0;0;0;0;0;0
FRAEX38873_v2_000266840;0;0;0;0;0;0
FRAEX38873_v2_000266850;0;2;1;31;8;32
FRAEX38873_v2_000266860;0;0;0;0;2;3
FRAEX38873_v2_000266870;389;455;860;576;730;428
FRAEX38873_v2_000266880;2640;2619;2276;1672;1847;1136
FRAEX38873_v2_000266890;1011;778;1003;350;253;353
FRAEX38873_v2_000266900;1060;932;1073;1119;1219;1071
FRAEX38873_v2_000266910;647;817;622;724;567;729
FRAEX38873_v2_000266920;0;0;0;7;3;0
FRAEX38873_v2_000266930;950;1193;747;1096;1135;847
FRAEX38873_v2_000266940;225;644;1026;1332;1172;6539
FRAEX38873_v2_000266950;60;43;62;110;28;1203
FRAEX38873_v2_000266960;1003;1075;633;283;473;524
FRAEX38873_v2_000267300;0;0;0;0;25;0
FRAEX38873_v2_000267310;0;39;22;4;3;1
FRAEX38873_v2_000267320;660;659;478;663;725;650
FRAEX38873_v2_000267330;1669;1572;1837;341;60;275
FRAEX38873_v2_000267340;662;350;442;407;577;514
FRAEX38873_v2_000267350;217;104;106;98;96;128
FRAEX38873_v2_000267360;0;0;0;0;0;1
FRAEX38873_v2_000267370;1612;1362;1646;966;1337;1111
FRAEX38873_v2_000267380;66;31;79;452;778;88
FRAEX38873_v2_000267390;1146;2101;2442;7996;9192;3951
FRAEX38873_v2_000267400;157;169;175;293;262;104
FRAEX38873_v2_000267410;934;1590;638;3104;3507;1159
FRAEX38873_v2_000267420;754;1052;1014;1103;2871;1024
FRAEX38873_v2_000267430;0;0;0;0;0;0
FRAEX38873_v2_000267440;0;3;1;4;1;0
FRAEX38873_v2_000267450;4144;3165;4941;4463;3677;3154
FRAEX38873_v2_000267460;36;413;142;274;85;364
FRAEX38873_v2_000267470;0;0;0;0;0;0
FRAEX38873_v2_000267480;1658;1513;1831;974;783;1242
FRAEX38873_v2_000267490;0;0;0;0;0;0
FRAEX38873_v2_000267500;8;10;75;26;5;26
FRAEX38873_v2_000267510;558;744;965;2636;1691;1461
FRAEX38873_v2_000267520;0;0;3;5;0;0
FRAEX38873_v2_000267530;0;8;108;75;1;24
FRAEX38873_v2_000267540;4835;4690;4283;4207;7365;5659
FRAEX38873_v2_000267550;184;205;151;156;214;205
FRAEX38873_v2_000267560;76;67;253;439;1930;698
FRAEX38873_v2_000267900;551;527;633;646;419;762
FRAEX38873_v2_000267910;0;0;0;4;10;0
FRAEX38873_v2_000267920;0;0;0;0;0;0
FRAEX38873_v2_000267930;482;204;187;316;288;318
FRAEX38873_v2_000267940;0;0;0;0;0;0
FRAEX38873_v2_000267950;0;6;0;9;0;1
FRAEX38873_v2_000267960;1341;1562;1387;1016;940;1002
FRAEX38873_v2_000267970;2876;2774;2442;2031;3196;2562
FRAEX38873_v2_000267980;391;519;535;584;781;720
FRAEX38873_v2_000267990;239;218;125;96;137;160
FRAEX38873_v2_000268000;337;303;286;286;211;233
FRAEX38873_v2_000268010;23;12;57;7;8;6
FRAEX38873_v2_000268020;1548;2538;1135;1833;477;2647
FRAEX38873_v2_000268030;0;6;0;2;4;6
FRAEX38873_v2_000268050;504;408;289;608;241;134
FRAEX38873_v2_000268270;5;8;0;6;4;14
FRAEX38873_v2_000268280;61;38;34;43;44;46
FRAEX38873_v2_000268290;5;2;0;7;0;5
FRAEX38873_v2_000268320;0;0;0;0;0;0
FRAEX38873_v2_000268330;312;582;462;342;472;361
FRAEX38873_v2_000268340;20;6;2;122;19;46
FRAEX38873_v2_000268350;297;302;321;178;212;227
FRAEX38873_v2_000268360;106;127;118;143;140;92
FRAEX38873_v2_000268370;12;52;141;452;295;88
FRAEX38873_v2_000268380;10;46;38;6;3;43
FRAEX38873_v2_000268390;899;1717;2152;996;320;277
FRAEX38873_v2_000268400;8;9;9;12;23;11
FRAEX38873_v2_000268410;288;323;305;306;358;461
FRAEX38873_v2_000268420;61;35;60;102;34;64
FRAEX38873_v2_000268430;74;29;25;271;186;524
FRAEX38873_v2_000268440;1791;2112;1774;1162;1240;1206
FRAEX38873_v2_000268450;6160;6071;7131;10491;4508;9883
FRAEX38873_v2_000268460;36;83;39;65;73;70
FRAEX38873_v2_000268470;0;0;10;0;0;0
FRAEX38873_v2_000268480;1727;1328;1306;1090;1730;1683
FRAEX38873_v2_000268490;37;61;24;32;85;93
FRAEX38873_v2_000268500;551;561;443;760;615;718
FRAEX38873_v2_000268510;367;490;374;303;418;459
FRAEX38873_v2_000268520;947;1050;942;930;1233;1066
FRAEX38873_v2_000268760;0;1;0;0;0;0
FRAEX38873_v2_000268770;0;0;11;0;0;0
FRAEX38873_v2_000268780;1305;1285;1125;873;915;704
FRAEX38873_v2_000268790;194;175;82;149;53;142
FRAEX38873_v2_000268800;236;124;166;148;192;326
FRAEX38873_v2_000268810;0;0;0;0;0;0
FRAEX38873_v2_000268820;11;11;12;14;13;2
FRAEX38873_v2_000268830;220;159;203;275;516;279
FRAEX38873_v2_000268840;1237;1607;1164;810;746;1138
FRAEX38873_v2_000268850;304;324;403;179;169;229
FRAEX38873_v2_000268860;0;0;1;2;0;1
FRAEX38873_v2_000269320;56;104;297;96;78;105
FRAEX38873_v2_000269330;692;1094;986;1322;1342;1059
FRAEX38873_v2_000269340;39;35;59;63;54;75
FRAEX38873_v2_000269350;13;10;10;13;15;3
FRAEX38873_v2_000269360;273;362;255;129;90;139
FRAEX38873_v2_000269370;469;600;551;654;572;734
FRAEX38873_v2_000269380;0;1;0;0;0;0
FRAEX38873_v2_000269390;4026;3739;3594;3486;5224;4530
FRAEX38873_v2_000269400;384;458;386;650;623;761
FRAEX38873_v2_000269410;2780;2457;3010;2543;1900;2206
FRAEX38873_v2_000269420;938;943;1628;709;676;514
FRAEX38873_v2_000269430;267;441;336;388;388;370
FRAEX38873_v2_000269440;1;34;27;1;0;6
FRAEX38873_v2_000269450;5011;5501;4783;3510;4146;4152
FRAEX38873_v2_000269460;404;213;506;108;55;67
FRAEX38873_v2_000269470;782;602;659;1795;2558;2640
FRAEX38873_v2_000269480;13;25;4;22;30;20
FRAEX38873_v2_000269490;0;0;0;0;0;0
FRAEX38873_v2_000269500;935;997;836;983;981;1099
FRAEX38873_v2_000269510;1399;1041;1294;528;681;539
FRAEX38873_v2_000269790;12;13;30;105;162;18
FRAEX38873_v2_000269800;0;0;0;0;0;0
FRAEX38873_v2_000269810;0;0;0;0;0;0
FRAEX38873_v2_000269820;0;6;2;35;879;20
FRAEX38873_v2_000269830;355;382;406;642;753;615
FRAEX38873_v2_000269840;108;42;35;2;0;1
FRAEX38873_v2_000269850;3011;2821;3468;1058;1131;869
FRAEX38873_v2_000269860;0;2;0;10;3;22
FRAEX38873_v2_000269870;0;0;0;0;0;0
FRAEX38873_v2_000269880;1480;857;1448;491;425;598
FRAEX38873_v2_000269890;130;137;109;166;188;155
FRAEX38873_v2_000269900;16;10;1;103;27;316
FRAEX38873_v2_000269910;2290;3068;2378;3079;2608;2918
FRAEX38873_v2_000270240;495;530;540;450;283;333
FRAEX38873_v2_000270250;160;201;162;114;85;132
FRAEX38873_v2_000270260;23;25;5;23;3;7
FRAEX38873_v2_000270610;1462;1651;1975;1673;2484;1455
FRAEX38873_v2_000270620;733;778;770;730;919;661
FRAEX38873_v2_000270630;1367;1310;1395;1647;2382;2279
FRAEX38873_v2_000270640;3448;2539;2173;2401;3709;3216
FRAEX38873_v2_000270650;0;0;0;0;0;0
FRAEX38873_v2_000270660;5023;4376;4587;2649;3922;3470
FRAEX38873_v2_000270670;0;0;0;0;0;0
FRAEX38873_v2_000270680;0;3;17;2;0;2
FRAEX38873_v2_000271080;296;259;192;276;289;219
FRAEX38873_v2_000271090;167;299;354;473;463;251
FRAEX38873_v2_000271100;1740;1544;1569;2462;2591;2610
FRAEX38873_v2_000271530;0;1;10;430;227;9
FRAEX38873_v2_000271540;403;371;343;351;573;602
FRAEX38873_v2_000271550;343;408;276;494;735;621
FRAEX38873_v2_000271560;0;1;85;77;100;33
FRAEX38873_v2_000271570;0;0;0;0;0;0
FRAEX38873_v2_000271840;12;3;0;0;0;0
FRAEX38873_v2_000271850;0;0;0;0;0;0
FRAEX38873_v2_000271860;0;0;0;15;0;0
FRAEX38873_v2_000271870;5;1;26;34;89;14
FRAEX38873_v2_000272070;3150;5263;12626;16980;2334;6502
FRAEX38873_v2_000272080;45;36;39;201;82;180
FRAEX38873_v2_000272090;6;37;43;346;261;336
FRAEX38873_v2_000272100;121;176;103;377;217;570
FRAEX38873_v2_000272110;98;71;73;441;607;212
FRAEX38873_v2_000272340;1037;1341;1288;1158;1051;1130
FRAEX38873_v2_000272350;18;12;12;12;0;6
FRAEX38873_v2_000272590;43;36;16;236;226;28
FRAEX38873_v2_000272600;1025;1102;1370;782;1036;770
FRAEX38873_v2_000272610;0;0;0;0;0;0
FRAEX38873_v2_000272620;2164;1857;2394;1094;1582;1299
FRAEX38873_v2_000272630;281;23;173;350;492;327
FRAEX38873_v2_000272640;3984;2802;3055;2028;2013;3000
FRAEX38873_v2_000272650;531;602;559;620;683;533
FRAEX38873_v2_000272660;13;5;103;462;906;224
FRAEX38873_v2_000272670;0;6;0;0;2;1
FRAEX38873_v2_000272830;1566;1742;2136;1159;1141;1475
FRAEX38873_v2_000272840;0;0;0;0;0;0
FRAEX38873_v2_000272850;22;18;27;22;23;20
FRAEX38873_v2_000272860;0;0;0;0;0;0
FRAEX38873_v2_000272980;4017;3355;3536;2549;2330;2740
FRAEX38873_v2_000272990;16289;11870;10532;4931;6503;7883
FRAEX38873_v2_000273000;1008;870;1232;767;669;733
FRAEX38873_v2_000273010;0;55;18;192;71;411
FRAEX38873_v2_000273020;331;629;1293;217;0;4
FRAEX38873_v2_000273030;46;101;333;19;7;88
FRAEX38873_v2_000273040;1247;1027;1146;1130;1579;1610
FRAEX38873_v2_000273050;5531;4937;6059;2730;2699;2402
FRAEX38873_v2_000273060;991;704;908;720;965;820
FRAEX38873_v2_000273070;668;789;748;694;641;657
FRAEX38873_v2_000273080;471;418;596;680;823;673
FRAEX38873_v2_000273090;0;0;0;0;0;0
FRAEX38873_v2_000273100;756;534;545;460;545;491
FRAEX38873_v2_000273110;819;1025;695;622;847;606
FRAEX38873_v2_000273120;217;101;54;120;102;36
FRAEX38873_v2_000273130;228;253;177;229;174;193
FRAEX38873_v2_000273140;1486;1701;1856;2909;3495;1931
FRAEX38873_v2_000273150;4;28;58;87;47;136
FRAEX38873_v2_000273160;3028;2723;3128;2057;1583;2049
FRAEX38873_v2_000273170;950;1266;950;883;946;1016
FRAEX38873_v2_000273180;1110;1082;1385;1448;1611;2066
FRAEX38873_v2_000273190;0;0;0;0;0;0
FRAEX38873_v2_000273730;617;782;543;585;749;708
FRAEX38873_v2_000273740;1065;214;146;0;0;37
FRAEX38873_v2_000273750;0;0;0;0;0;0
FRAEX38873_v2_000273760;3516;3355;3081;1739;1757;1648
FRAEX38873_v2_000273770;245;250;329;291;315;202
FRAEX38873_v2_000273780;19;22;23;13;23;568
FRAEX38873_v2_000273790;305;318;148;450;580;560
FRAEX38873_v2_000273800;26678;12436;10248;4077;7038;13427
FRAEX38873_v2_000273810;0;4;0;0;0;5
FRAEX38873_v2_000273820;33765;16023;12951;7249;6938;22631
FRAEX38873_v2_000273830;2104;1789;1521;1819;2252;2691
FRAEX38873_v2_000273840;433;224;187;243;257;331
FRAEX38873_v2_000273850;567;240;214;663;615;1155
FRAEX38873_v2_000273860;0;0;0;51;39;24
FRAEX38873_v2_000273870;4;8;0;9;11;45
FRAEX38873_v2_000274070;9;5;5;0;24;12
FRAEX38873_v2_000274080;257;216;199;323;389;429
FRAEX38873_v2_000274090;7;19;3;2;33;30
FRAEX38873_v2_000274100;0;0;0;0;0;0
FRAEX38873_v2_000274110;430;359;303;181;240;225
FRAEX38873_v2_000274570;686;448;414;1122;1592;914
FRAEX38873_v2_000274580;46;125;40;263;46;64
FRAEX38873_v2_000274590;1113;965;971;1070;1146;856
FRAEX38873_v2_000274600;1240;999;1843;289;157;111
FRAEX38873_v2_000274610;0;0;0;0;0;1
FRAEX38873_v2_000274620;1178;1309;1143;964;1143;923
FRAEX38873_v2_000274630;855;777;619;177;142;129
FRAEX38873_v2_000274640;180;189;320;27;9;17
FRAEX38873_v2_000274650;1094;795;1175;1049;724;1235
FRAEX38873_v2_000274660;1334;1184;1151;968;1034;915
FRAEX38873_v2_000274670;2870;2318;1984;2852;3833;5867
FRAEX38873_v2_000274680;948;826;645;546;681;715
FRAEX38873_v2_000274690;31;23;39;12;31;43
FRAEX38873_v2_000275020;247;317;154;90;92;168
FRAEX38873_v2_000275030;308;259;390;248;252;287
FRAEX38873_v2_000275040;2775;2645;3397;1777;2494;1861
FRAEX38873_v2_000275050;73;6;33;11;11;22
FRAEX38873_v2_000275060;161;237;218;184;166;100
FRAEX38873_v2_000275070;368;272;287;408;400;390
FRAEX38873_v2_000275080;1365;986;1088;669;843;946
FRAEX38873_v2_000275090;1083;827;810;795;737;810
FRAEX38873_v2_000275100;0;1;0;4;5;19
FRAEX38873_v2_000275110;1824;2165;1806;1161;809;1280
FRAEX38873_v2_000275120;0;0;0;0;1;0
FRAEX38873_v2_000275130;188;37;427;2389;6011;3373
FRAEX38873_v2_000275140;21;74;34;69;19;7
FRAEX38873_v2_000275150;1848;2315;1854;2387;2702;2402
FRAEX38873_v2_000275160;233;283;242;262;397;321
FRAEX38873_v2_000275170;116;57;21;216;82;124
FRAEX38873_v2_000275180;469;369;248;217;173;286
FRAEX38873_v2_000275190;3436;3421;3267;2049;2045;2405
FRAEX38873_v2_000275200;2198;2472;2391;2991;3042;3062
FRAEX38873_v2_000275210;6;13;3;64;80;89
FRAEX38873_v2_000275410;298;449;388;540;533;583
FRAEX38873_v2_000275420;0;1;0;136;53;71
FRAEX38873_v2_000275430;0;0;0;2;0;0
FRAEX38873_v2_000275440;0;0;3;0;3;1
FRAEX38873_v2_000275450;0;0;0;0;0;0
FRAEX38873_v2_000275460;412;697;736;674;590;470
FRAEX38873_v2_000275470;696;749;706;589;1009;441
FRAEX38873_v2_000275480;35;46;2;35;32;21
FRAEX38873_v2_000275490;29;24;49;62;50;63
FRAEX38873_v2_000275930;768;780;628;491;549;440
FRAEX38873_v2_000275940;102;98;265;172;196;183
FRAEX38873_v2_000275950;4;0;4;0;3;12
FRAEX38873_v2_000275960;0;4;0;0;0;5
FRAEX38873_v2_000275970;0;0;0;0;4;1
FRAEX38873_v2_000275980;0;0;0;0;0;0
FRAEX38873_v2_000275990;45;71;22;128;163;163
FRAEX38873_v2_000276000;6145;4683;6341;4454;3888;3047
FRAEX38873_v2_000276010;324;175;399;180;56;99
FRAEX38873_v2_000276350;127;134;113;78;104;175
FRAEX38873_v2_000276360;19;37;44;17;16;18
FRAEX38873_v2_000276370;150;179;1855;2383;3873;2622
FRAEX38873_v2_000276380;226;176;232;66;91;156
FRAEX38873_v2_000276390;37;75;0;81;17;79
FRAEX38873_v2_000276400;0;22;66;108;3;26
FRAEX38873_v2_000276410;5;5;3;1;2;7
FRAEX38873_v2_000276420;5;25;1;38;23;53
FRAEX38873_v2_000276430;2247;1914;2501;1345;1260;1220
FRAEX38873_v2_000276440;1044;1430;1231;768;705;739
FRAEX38873_v2_000276460;336;392;416;332;297;404
FRAEX38873_v2_000276470;5;0;16;0;0;0
FRAEX38873_v2_000276480;915;2005;1479;3082;4544;3059
FRAEX38873_v2_000276490;194;313;242;327;419;395
FRAEX38873_v2_000276500;0;2;6;0;0;0
FRAEX38873_v2_000276510;8;19;17;52;86;14
FRAEX38873_v2_000276520;17;10;13;17;20;9
FRAEX38873_v2_000276530;1787;2268;2298;1772;1716;2288
FRAEX38873_v2_000276540;36;20;458;1438;68;328
FRAEX38873_v2_000276550;391;422;601;327;358;90
FRAEX38873_v2_000276750;0;0;0;0;0;0
FRAEX38873_v2_000276980;113;113;104;86;41;65
FRAEX38873_v2_000276990;48;3;0;0;1;1015
FRAEX38873_v2_000277290;2694;2232;3505;1437;2156;1801
FRAEX38873_v2_000277300;696;506;706;616;788;568
FRAEX38873_v2_000277310;938;948;686;548;564;674
FRAEX38873_v2_000277320;0;0;0;0;0;0
FRAEX38873_v2_000277330;17045;17475;15393;14690;14216;7413
FRAEX38873_v2_000277340;109;49;70;146;115;174
FRAEX38873_v2_000277350;21;48;11;298;92;125
FRAEX38873_v2_000277360;0;0;0;1;0;0
FRAEX38873_v2_000277370;855;661;473;634;656;1073
FRAEX38873_v2_000277380;289;406;219;1069;3826;285
FRAEX38873_v2_000277390;1105;425;273;145;98;1003
FRAEX38873_v2_000277400;1040;1155;890;1317;1504;1490
FRAEX38873_v2_000277410;165;98;102;1646;3557;277
FRAEX38873_v2_000277760;0;9;165;0;0;0
FRAEX38873_v2_000277770;618;673;653;710;894;779
FRAEX38873_v2_000277780;602;664;671;1306;1630;865
FRAEX38873_v2_000277790;53;59;32;118;93;194
FRAEX38873_v2_000277800;519;259;459;374;269;219
FRAEX38873_v2_000277810;102;93;82;47;45;38
FRAEX38873_v2_000277820;3091;1993;1094;1736;1114;1301
FRAEX38873_v2_000277830;387;500;542;296;330;302
FRAEX38873_v2_000277840;0;0;0;0;0;0
FRAEX38873_v2_000277850;37;90;38;70;17;29
FRAEX38873_v2_000277860;606;504;742;615;830;704
FRAEX38873_v2_000277870;0;0;0;0;0;0
FRAEX38873_v2_000278320;940;671;641;793;991;846
FRAEX38873_v2_000278330;0;0;0;0;0;0
FRAEX38873_v2_000278340;0;0;0;0;0;0
