Geneid;sorted.step1.CH4_B9_C_hisat2.bam;sorted.step1.CH32_B9_C_hisat2.bam;sorted.step1.CH88_B9_C_hisat2.bam;sorted.step1.CH1_B9_EAB_hisat2.bam;sorted.step1.CH29_B9_EAB_hisat2.bam;sorted.step1.CH85_B9_EAB_hisat2.bam
FRAEX38873_v2_000069500;0;0;0;0;0;0
FRAEX38873_v2_000069510;14;10;4;9;8;0
FRAEX38873_v2_000069520;228;85;137;1500;223;1146
FRAEX38873_v2_000069530;51;6;29;215;68;180
FRAEX38873_v2_000069540;62;14;21;149;83;153
FRAEX38873_v2_000069580;781;682;902;1287;1372;1174
FRAEX38873_v2_000069610;41;8;8;26;4;0
FRAEX38873_v2_000069620;0;0;5;15;10;7
FRAEX38873_v2_000069630;0;10;6;3;1;0
FRAEX38873_v2_000069640;170;140;208;416;275;180
FRAEX38873_v2_000069650;214;162;250;462;466;548
FRAEX38873_v2_000069660;769;608;423;416;559;353
FRAEX38873_v2_000069670;18;12;53;191;118;123
FRAEX38873_v2_000069680;19;39;46;445;202;192
FRAEX38873_v2_000069690;541;881;347;403;238;100
FRAEX38873_v2_000069700;573;413;418;940;1068;1250
FRAEX38873_v2_000069710;54;23;27;55;51;41
FRAEX38873_v2_000069720;562;496;284;388;421;797
FRAEX38873_v2_000069730;345;477;512;328;305;376
FRAEX38873_v2_000069740;0;0;0;0;0;0
FRAEX38873_v2_000069750;1570;2882;2803;938;1201;453
FRAEX38873_v2_000069760;0;0;0;0;0;0
FRAEX38873_v2_000069770;6;2;1;1;3;0
FRAEX38873_v2_000069790;41;68;96;27;32;52
FRAEX38873_v2_000069800;3;0;0;3;0;0
FRAEX38873_v2_000069820;90;200;57;57;16;78
FRAEX38873_v2_000069830;1197;1207;1457;1110;773;611
FRAEX38873_v2_000069850;277;233;126;735;464;449
FRAEX38873_v2_000069860;457;336;250;444;408;384
FRAEX38873_v2_000069870;2360;1742;1673;11624;10042;8474
FRAEX38873_v2_000069880;399;402;263;256;254;359
FRAEX38873_v2_000069890;867;576;706;685;668;684
FRAEX38873_v2_000069900;175;118;317;210;246;220
FRAEX38873_v2_000069910;513;599;682;784;785;760
FRAEX38873_v2_000069920;736;562;527;278;343;218
FRAEX38873_v2_000069930;434;418;446;452;487;435
FRAEX38873_v2_000069940;1347;839;76;249;306;188
FRAEX38873_v2_000069950;0;0;4;5;2;0
FRAEX38873_v2_000070070;2014;3161;3521;2110;2843;2417
FRAEX38873_v2_000070100;10;16;10;13;19;15
FRAEX38873_v2_000070110;0;0;0;0;0;0
FRAEX38873_v2_000070120;1259;660;340;3338;7025;5113
FRAEX38873_v2_000070130;18;6;3;4;19;7
FRAEX38873_v2_000070140;265;206;249;302;750;413
FRAEX38873_v2_000070150;6;5;0;12;14;12
FRAEX38873_v2_000070160;1274;1652;1337;16027;9617;13995
FRAEX38873_v2_000070170;0;0;0;1;3;0
FRAEX38873_v2_000070180;0;1;3;10;3;1
FRAEX38873_v2_000070190;0;0;0;3;14;8
FRAEX38873_v2_000070200;616;614;661;1341;961;996
FRAEX38873_v2_000070210;340;699;823;450;230;316
FRAEX38873_v2_000070220;194;216;234;131;164;218
FRAEX38873_v2_000070230;292;292;119;169;195;171
FRAEX38873_v2_000070240;1573;3119;2169;1758;1409;1754
FRAEX38873_v2_000070250;1749;1855;2614;7009;5326;4507
FRAEX38873_v2_000070260;9;0;5;0;5;0
FRAEX38873_v2_000070270;606;641;532;586;530;532
FRAEX38873_v2_000070280;122;111;100;238;170;172
FRAEX38873_v2_000070290;0;0;0;0;0;0
FRAEX38873_v2_000070300;109;78;107;4375;3386;2663
FRAEX38873_v2_000070310;553;626;536;235;257;283
FRAEX38873_v2_000070320;468;389;425;330;326;326
FRAEX38873_v2_000070330;0;0;0;0;0;0
FRAEX38873_v2_000070340;2576;2183;1732;2851;1980;1971
FRAEX38873_v2_000070350;7223;10019;9306;1598;3169;2372
FRAEX38873_v2_000070360;395;261;364;147;255;149
FRAEX38873_v2_000070370;1647;1137;914;872;980;873
FRAEX38873_v2_000070380;686;590;756;1038;1054;979
FRAEX38873_v2_000070390;1110;841;724;985;929;794
FRAEX38873_v2_000070400;154;174;227;195;349;254
FRAEX38873_v2_000070410;32005;47181;37181;37847;30480;52550
FRAEX38873_v2_000070420;1157;1187;1114;887;809;801
FRAEX38873_v2_000070430;556;311;148;407;319;395
FRAEX38873_v2_000070440;1480;882;851;1138;1162;1037
FRAEX38873_v2_000070450;153;179;174;239;234;207
FRAEX38873_v2_000070460;4313;3076;2987;2291;2663;2167
FRAEX38873_v2_000070470;1070;1391;1313;1375;1550;1600
FRAEX38873_v2_000070480;119;100;63;76;75;81
FRAEX38873_v2_000070490;283;211;261;288;285;242
FRAEX38873_v2_000070500;0;0;0;0;0;0
FRAEX38873_v2_000070510;0;0;0;0;0;0
FRAEX38873_v2_000070520;0;0;0;0;0;1
FRAEX38873_v2_000070530;0;0;3;73;59;192
FRAEX38873_v2_000070540;0;0;0;1;0;0
FRAEX38873_v2_000070550;9;8;3;10;26;72
FRAEX38873_v2_000070560;71;42;79;61;54;37
FRAEX38873_v2_000070570;22;0;30;73;38;18
FRAEX38873_v2_000070580;12;17;1;54;114;53
FRAEX38873_v2_000070590;1389;2015;2331;1252;1255;812
FRAEX38873_v2_000070600;429;323;233;212;262;232
FRAEX38873_v2_000070610;644;578;319;524;381;413
FRAEX38873_v2_000070620;805;977;755;1115;827;1027
FRAEX38873_v2_000070630;164;52;80;345;391;80
FRAEX38873_v2_000070640;227;135;81;221;125;300
FRAEX38873_v2_000070650;10;2;15;24;59;19
FRAEX38873_v2_000070660;382;290;490;316;434;385
FRAEX38873_v2_000070670;179;167;163;232;187;153
FRAEX38873_v2_000070680;297;217;213;295;334;292
FRAEX38873_v2_000070690;2;0;3;38;36;15
FRAEX38873_v2_000070700;14;78;86;1128;459;134
FRAEX38873_v2_000070850;2836;4405;3816;1793;1985;1759
FRAEX38873_v2_000070860;506;190;316;422;431;307
FRAEX38873_v2_000070870;1097;1336;835;979;1121;596
FRAEX38873_v2_000070880;136;145;83;1156;613;1099
FRAEX38873_v2_000070890;0;4;7;1;5;2
FRAEX38873_v2_000070900;1140;1760;2084;1291;1393;1343
FRAEX38873_v2_000070910;0;10;59;0;0;0
FRAEX38873_v2_000070920;3176;2235;2039;1548;1486;1641
FRAEX38873_v2_000070930;2386;1804;1918;1792;1954;1622
FRAEX38873_v2_000070940;44;76;70;160;170;274
FRAEX38873_v2_000070960;132;159;217;9;113;85
FRAEX38873_v2_000070970;365;280;328;393;408;344
FRAEX38873_v2_000070980;1091;813;771;800;1022;801
FRAEX38873_v2_000070990;111;115;115;169;104;135
FRAEX38873_v2_000071000;711;702;599;617;646;860
FRAEX38873_v2_000071010;371;318;273;549;389;303
FRAEX38873_v2_000071020;534;488;591;489;472;481
FRAEX38873_v2_000071030;376;250;278;160;140;215
FRAEX38873_v2_000071040;0;0;0;0;0;0
FRAEX38873_v2_000071050;0;0;0;0;0;0
FRAEX38873_v2_000071060;284;262;204;97;163;118
FRAEX38873_v2_000071080;440;357;501;488;448;491
FRAEX38873_v2_000071090;1614;1754;2080;1167;1208;1127
FRAEX38873_v2_000071100;865;767;614;790;736;687
FRAEX38873_v2_000071110;3266;5086;5099;3901;4833;4051
FRAEX38873_v2_000071120;0;6;91;388;785;180
FRAEX38873_v2_000071130;596;483;476;234;388;304
FRAEX38873_v2_000071140;2978;3405;3296;3847;2578;4229
FRAEX38873_v2_000071150;197;958;563;7351;6117;8836
FRAEX38873_v2_000071160;1460;1921;2619;1441;2025;1500
FRAEX38873_v2_000071170;398;451;287;399;318;372
FRAEX38873_v2_000071180;1071;1181;1147;1584;1493;1211
FRAEX38873_v2_000071190;231;359;1598;270;790;431
FRAEX38873_v2_000071200;0;0;0;0;1;0
FRAEX38873_v2_000071210;18;6;125;665;775;767
FRAEX38873_v2_000071220;14;24;17;27;55;27
FRAEX38873_v2_000071230;117;54;48;70;28;55
FRAEX38873_v2_000071240;386;534;476;446;495;498
FRAEX38873_v2_000071250;1265;962;780;1687;1602;1459
FRAEX38873_v2_000071260;0;0;0;0;0;0
FRAEX38873_v2_000071490;898;1240;2621;415;590;459
FRAEX38873_v2_000071500;330;177;65;244;59;133
FRAEX38873_v2_000071510;91;55;31;50;47;55
FRAEX38873_v2_000071520;20739;19426;13196;4947;8522;7772
FRAEX38873_v2_000071530;3;1;0;8;2;2
FRAEX38873_v2_000071540;293;653;1084;398;397;396
FRAEX38873_v2_000071550;6027;3690;3222;3528;3592;3464
FRAEX38873_v2_000071560;479;342;352;552;417;384
FRAEX38873_v2_000071570;389;130;113;142;166;76
FRAEX38873_v2_000071580;8;6;7;7;10;6
FRAEX38873_v2_000071590;158;88;151;203;173;148
FRAEX38873_v2_000071600;812;987;901;697;828;454
FRAEX38873_v2_000071610;3223;3142;3622;2605;3255;2823
FRAEX38873_v2_000071620;887;760;1116;1011;1125;1120
FRAEX38873_v2_000071630;0;0;0;0;0;0
FRAEX38873_v2_000071640;11;40;24;7;11;9
FRAEX38873_v2_000071650;45;154;81;14;55;16
FRAEX38873_v2_000071660;105;85;150;190;117;129
FRAEX38873_v2_000071670;0;3;7;105;59;125
FRAEX38873_v2_000071680;0;0;0;0;0;0
FRAEX38873_v2_000071690;3083;2343;2743;2316;1876;2272
FRAEX38873_v2_000071700;0;0;0;0;2;1
FRAEX38873_v2_000071710;1483;1291;1026;994;1062;1063
FRAEX38873_v2_000071720;243;265;290;256;262;294
FRAEX38873_v2_000071730;331;526;288;781;857;241
FRAEX38873_v2_000071740;990;1200;1008;1268;1339;652
FRAEX38873_v2_000071750;0;0;0;0;0;0
FRAEX38873_v2_000071760;0;0;0;8;0;4
FRAEX38873_v2_000071780;6199;4498;4033;9758;15520;7738
FRAEX38873_v2_000071790;64;65;93;58;90;82
FRAEX38873_v2_000071800;3;10;10;11;12;9
FRAEX38873_v2_000071810;1578;1587;1374;1406;1643;1119
FRAEX38873_v2_000071820;152;147;168;552;557;323
FRAEX38873_v2_000071830;626;644;89;677;1060;475
FRAEX38873_v2_000071840;948;831;615;518;562;457
FRAEX38873_v2_000071850;9;18;46;59;152;39
FRAEX38873_v2_000071860;47;48;11;19;25;49
FRAEX38873_v2_000071880;0;0;0;2;0;0
FRAEX38873_v2_000071890;0;0;0;0;0;1
FRAEX38873_v2_000071900;0;0;0;0;0;0
FRAEX38873_v2_000071910;638;626;763;1384;1038;1400
FRAEX38873_v2_000071930;1428;1055;659;886;1049;967
FRAEX38873_v2_000071940;440;285;317;2091;1139;1119
FRAEX38873_v2_000071950;1712;7797;862;11813;3702;2652
FRAEX38873_v2_000071960;907;795;652;611;617;592
FRAEX38873_v2_000071970;6;8;4;41;22;16
FRAEX38873_v2_000071980;557;689;1070;291;390;412
FRAEX38873_v2_000071990;0;43;26;4;5;3
FRAEX38873_v2_000072000;10;13;16;8;22;17
FRAEX38873_v2_000072010;113;177;173;461;356;392
FRAEX38873_v2_000072020;973;424;316;533;570;625
FRAEX38873_v2_000072030;448;818;515;1951;1176;2157
FRAEX38873_v2_000072040;0;0;0;0;0;0
FRAEX38873_v2_000072050;1947;3357;3413;1436;2139;1948
FRAEX38873_v2_000072060;434;392;256;311;307;252
FRAEX38873_v2_000072270;0;0;0;4;6;4
FRAEX38873_v2_000072280;962;851;1126;1848;1490;1998
FRAEX38873_v2_000072300;893;423;248;672;507;522
FRAEX38873_v2_000072310;299;214;224;152;178;154
FRAEX38873_v2_000072330;272;482;171;1014;3011;1152
FRAEX38873_v2_000072340;266;146;551;0;55;137
FRAEX38873_v2_000072350;0;0;0;0;0;0
FRAEX38873_v2_000072360;0;0;0;0;0;0
FRAEX38873_v2_000072370;0;0;0;0;0;0
FRAEX38873_v2_000072380;0;0;0;0;0;0
FRAEX38873_v2_000072390;384;579;690;737;753;752
FRAEX38873_v2_000072400;0;0;0;0;0;0
FRAEX38873_v2_000072420;979;909;1614;828;1180;1078
FRAEX38873_v2_000072430;18;72;25;187;73;245
FRAEX38873_v2_000072440;0;2;0;0;0;2
FRAEX38873_v2_000072450;1;0;0;0;0;0
FRAEX38873_v2_000072460;76;67;58;186;196;181
FRAEX38873_v2_000072470;205;53;85;118;240;197
FRAEX38873_v2_000072480;2175;1806;1712;1521;1484;1386
FRAEX38873_v2_000072490;111;44;59;106;80;65
FRAEX38873_v2_000072500;2;0;0;24;31;9
FRAEX38873_v2_000072510;0;0;0;59;54;72
FRAEX38873_v2_000072520;690;794;847;907;820;660
FRAEX38873_v2_000072530;1509;1350;1150;655;874;661
FRAEX38873_v2_000072540;0;0;0;9;2;3
FRAEX38873_v2_000072560;28;19;22;22;34;16
FRAEX38873_v2_000072570;193;209;192;243;210;283
FRAEX38873_v2_000072580;0;0;1;2;3;5
FRAEX38873_v2_000072590;0;0;0;4;0;0
FRAEX38873_v2_000072600;300;2061;448;1107;453;306
FRAEX38873_v2_000072610;392;349;203;383;323;387
FRAEX38873_v2_000072620;361;478;225;612;1236;639
FRAEX38873_v2_000072630;415;211;193;556;401;240
FRAEX38873_v2_000072640;584;662;630;1026;725;633
FRAEX38873_v2_000072650;6132;8640;8054;5171;4682;5823
FRAEX38873_v2_000072660;531;521;444;263;417;235
FRAEX38873_v2_000072670;1361;1154;1104;1069;1011;866
FRAEX38873_v2_000072680;1212;985;1159;738;799;629
FRAEX38873_v2_000072690;507;601;557;628;583;556
FRAEX38873_v2_000072710;437;295;350;632;399;366
FRAEX38873_v2_000072720;0;4;0;0;0;0
FRAEX38873_v2_000072730;743;537;481;167;325;175
FRAEX38873_v2_000072740;208;158;138;117;154;143
FRAEX38873_v2_000072750;3115;2120;1235;1352;1194;1708
FRAEX38873_v2_000072760;100;45;12;520;142;79
FRAEX38873_v2_000072770;228;331;463;588;483;401
FRAEX38873_v2_000072810;594;582;397;1818;2700;2315
FRAEX38873_v2_000072820;3648;2667;1809;5370;7929;5468
FRAEX38873_v2_000072830;1832;1972;2106;1077;1226;1255
FRAEX38873_v2_000072840;88;697;102;1899;613;363
FRAEX38873_v2_000072860;755;2246;2785;164;783;262
FRAEX38873_v2_000072870;1313;1074;1079;1774;1602;2115
FRAEX38873_v2_000072880;0;0;6;82;78;65
FRAEX38873_v2_000072890;0;4;5;53;84;43
FRAEX38873_v2_000072900;2923;3553;3254;4094;5041;4956
FRAEX38873_v2_000072960;6;24;62;3;0;0
FRAEX38873_v2_000073000;8;0;0;4;2;0
FRAEX38873_v2_000073010;637;628;741;545;651;692
FRAEX38873_v2_000073020;0;0;0;0;0;0
FRAEX38873_v2_000073030;576;529;711;317;425;370
FRAEX38873_v2_000073040;22999;33478;37782;33733;31196;30185
FRAEX38873_v2_000073050;10;17;56;22;18;80
FRAEX38873_v2_000073060;0;30;36;0;0;6
FRAEX38873_v2_000073070;138;207;281;33;39;175
FRAEX38873_v2_000073090;0;2;7;10;37;52
FRAEX38873_v2_000073100;68;112;99;81;111;114
FRAEX38873_v2_000073110;0;5;2;6;1;3
FRAEX38873_v2_000073120;3117;2198;2093;3392;2381;3412
FRAEX38873_v2_000073130;152;78;66;127;133;99
FRAEX38873_v2_000073140;124;74;72;13;48;37
FRAEX38873_v2_000073150;818;647;714;812;870;931
FRAEX38873_v2_000073160;1221;1127;1043;1333;1520;1378
FRAEX38873_v2_000073170;140;18;50;12;9;13
FRAEX38873_v2_000073180;7;0;2;42;40;9
FRAEX38873_v2_000073190;41;34;29;23;58;36
FRAEX38873_v2_000073200;953;123;86;6;21;60
FRAEX38873_v2_000073210;8;5;2;23;2;10
FRAEX38873_v2_000073220;0;0;0;22;2;3
FRAEX38873_v2_000073230;1804;1906;1421;705;725;739
FRAEX38873_v2_000073240;610;733;636;424;359;340
FRAEX38873_v2_000073250;3411;3168;1674;2598;3059;2842
FRAEX38873_v2_000073260;2;5;41;3;1;0
FRAEX38873_v2_000073270;186;174;285;499;463;348
FRAEX38873_v2_000073280;484;299;276;200;266;270
FRAEX38873_v2_000073290;396;362;265;399;355;362
FRAEX38873_v2_000073300;0;68;6;1648;36;226
FRAEX38873_v2_000073310;16;378;104;944;38;337
FRAEX38873_v2_000073320;0;11;19;0;1;0
FRAEX38873_v2_000073330;2405;1840;1679;2055;1824;1923
FRAEX38873_v2_000073340;166;439;263;781;770;235
FRAEX38873_v2_000073350;0;0;0;12;0;42
FRAEX38873_v2_000073370;0;0;0;67;12;4
FRAEX38873_v2_000073380;45;48;13;29;40;32
FRAEX38873_v2_000073390;7;0;0;16;1;22
FRAEX38873_v2_000073400;1279;1453;1610;2001;1912;1807
FRAEX38873_v2_000073410;6;4;5;3;4;6
FRAEX38873_v2_000073420;726;567;576;639;424;573
FRAEX38873_v2_000073430;623;621;698;549;542;486
FRAEX38873_v2_000073440;403;353;407;635;816;616
FRAEX38873_v2_000073450;24;96;8;249;94;96
FRAEX38873_v2_000073460;19;14;10;248;57;77
FRAEX38873_v2_000073470;961;621;784;1296;1583;1257
FRAEX38873_v2_000073480;4120;3589;2978;2682;2982;2320
FRAEX38873_v2_000073490;22;167;48;0;0;7
FRAEX38873_v2_000073510;0;0;0;0;0;0
FRAEX38873_v2_000073530;76;86;78;49;129;96
FRAEX38873_v2_000073540;9;2;5;0;12;6
FRAEX38873_v2_000073550;2251;1828;1819;1516;1307;1466
FRAEX38873_v2_000073560;461;363;401;565;593;451
FRAEX38873_v2_000073570;0;0;0;1;1;5
FRAEX38873_v2_000073580;62;165;371;128;47;283
FRAEX38873_v2_000073590;615;989;552;504;820;730
FRAEX38873_v2_000073600;1129;1015;765;916;744;851
FRAEX38873_v2_000073610;77;285;167;3071;795;1220
FRAEX38873_v2_000073630;1517;1487;1325;1675;1589;1659
FRAEX38873_v2_000073640;1308;1192;1030;1331;1353;1109
FRAEX38873_v2_000073650;879;824;479;504;490;700
FRAEX38873_v2_000073660;9;1;8;35;68;42
FRAEX38873_v2_000073670;8006;4415;2929;4209;4526;3302
FRAEX38873_v2_000073680;1326;1219;1335;653;675;650
FRAEX38873_v2_000073690;102;197;346;315;371;328
FRAEX38873_v2_000073700;293;379;433;205;333;272
FRAEX38873_v2_000073710;220;380;1401;351;316;334
FRAEX38873_v2_000073720;1128;1023;1049;1213;1179;1206
FRAEX38873_v2_000073730;328;455;435;377;401;427
FRAEX38873_v2_000073740;0;0;0;0;0;0
FRAEX38873_v2_000073890;0;2;6;0;0;0
FRAEX38873_v2_000073900;0;0;1;3;14;3
FRAEX38873_v2_000073910;37;64;36;17;30;23
FRAEX38873_v2_000073920;3069;4280;3874;3682;5246;4267
FRAEX38873_v2_000073930;16580;15406;17497;16920;26989;19436
FRAEX38873_v2_000073950;1459;1772;1948;762;996;872
FRAEX38873_v2_000073960;2237;2441;2597;3663;3146;3469
FRAEX38873_v2_000073970;2053;1058;264;1506;1720;893
FRAEX38873_v2_000073980;0;0;1;19;36;40
FRAEX38873_v2_000073990;0;0;0;0;0;0
FRAEX38873_v2_000074000;826;657;398;758;561;431
FRAEX38873_v2_000074010;2;13;3;24;47;26
FRAEX38873_v2_000074020;0;0;0;4;2;0
FRAEX38873_v2_000074030;80;89;165;35;26;39
FRAEX38873_v2_000074040;5;0;0;0;0;2
FRAEX38873_v2_000074050;187;254;252;186;273;236
FRAEX38873_v2_000074130;565;512;434;426;451;503
FRAEX38873_v2_000074140;1136;402;392;587;685;699
FRAEX38873_v2_000074150;0;0;0;0;0;4
FRAEX38873_v2_000074160;901;973;1318;863;1048;882
FRAEX38873_v2_000074170;0;0;0;0;0;0
FRAEX38873_v2_000074180;831;610;627;496;657;648
FRAEX38873_v2_000074190;0;0;0;0;0;0
FRAEX38873_v2_000074200;390;336;422;382;343;390
FRAEX38873_v2_000074210;52;28;31;13;9;22
FRAEX38873_v2_000074220;3098;4327;3762;1368;1419;1268
FRAEX38873_v2_000074230;2;0;0;0;0;0
FRAEX38873_v2_000074240;152;166;141;57;61;91
FRAEX38873_v2_000074250;1439;1457;1211;937;1318;1333
FRAEX38873_v2_000074260;545;460;427;601;519;614
FRAEX38873_v2_000074270;312;205;313;268;320;273
FRAEX38873_v2_000074280;26;76;50;47;35;27
FRAEX38873_v2_000074290;0;0;5;10;1;22
FRAEX38873_v2_000074300;12;0;0;0;0;1
FRAEX38873_v2_000074310;84;17;49;4;7;12
FRAEX38873_v2_000074320;0;0;3;0;0;0
FRAEX38873_v2_000074330;139;86;57;22;48;17
FRAEX38873_v2_000074340;238;1021;1835;96;208;548
FRAEX38873_v2_000074350;45;32;31;44;69;55
FRAEX38873_v2_000074370;0;0;0;0;0;0
FRAEX38873_v2_000074380;69;58;67;3;7;4
FRAEX38873_v2_000074390;6;5;5;89;45;42
FRAEX38873_v2_000074400;311;682;503;338;327;239
FRAEX38873_v2_000074410;0;0;0;5;0;0
FRAEX38873_v2_000074420;11;26;16;10;31;7
FRAEX38873_v2_000074430;158;775;445;92;55;27
FRAEX38873_v2_000074440;43;39;37;76;36;57
FRAEX38873_v2_000074450;2;8;0;11;3;8
FRAEX38873_v2_000074460;1;11;3;241;19;28
FRAEX38873_v2_000074470;1142;1127;1197;1188;1332;1264
FRAEX38873_v2_000074480;8;0;0;8;4;1
FRAEX38873_v2_000074490;812;863;783;662;728;731
FRAEX38873_v2_000074500;194;171;192;197;188;216
FRAEX38873_v2_000074510;84;168;103;508;233;57
FRAEX38873_v2_000074540;502;280;353;906;717;731
FRAEX38873_v2_000074550;3;0;4;93;42;28
FRAEX38873_v2_000074560;31;41;33;1025;385;408
FRAEX38873_v2_000074570;24;13;23;668;166;329
FRAEX38873_v2_000074580;0;3;0;59;7;15
FRAEX38873_v2_000074870;171;154;106;314;307;125
FRAEX38873_v2_000074880;3;0;6;0;0;0
FRAEX38873_v2_000074890;272;154;144;375;300;232
FRAEX38873_v2_000074910;4177;6102;2927;8083;6119;4296
FRAEX38873_v2_000074920;477;1610;3367;737;403;530
FRAEX38873_v2_000074930;779;515;573;213;181;193
FRAEX38873_v2_000074940;19;104;89;26;17;8
FRAEX38873_v2_000074950;1164;900;1015;1790;1602;1839
FRAEX38873_v2_000074960;1007;1073;753;526;443;645
FRAEX38873_v2_000074970;473;185;343;175;143;78
FRAEX38873_v2_000074980;3;11;2;382;357;60
FRAEX38873_v2_000074990;20;0;0;402;33;27
FRAEX38873_v2_000075000;18;18;47;44;64;47
FRAEX38873_v2_000075010;0;0;0;0;0;0
FRAEX38873_v2_000075020;332;431;94;55;9;72
FRAEX38873_v2_000075030;4;5;10;6;13;12
FRAEX38873_v2_000075040;0;0;1;4;1;3
FRAEX38873_v2_000075050;68;71;55;29;10;24
FRAEX38873_v2_000075060;0;0;0;0;0;0
FRAEX38873_v2_000075070;407;192;265;194;653;445
FRAEX38873_v2_000075080;1078;1344;1470;1088;1116;1181
FRAEX38873_v2_000075090;439;423;616;1346;1107;1492
FRAEX38873_v2_000075100;381;303;361;340;593;461
FRAEX38873_v2_000075110;12;46;251;445;246;750
FRAEX38873_v2_000075120;0;14;2;0;1;0
FRAEX38873_v2_000075130;225;249;396;506;410;336
FRAEX38873_v2_000075140;893;886;725;630;650;609
FRAEX38873_v2_000075150;1679;1224;947;1268;2259;2993
FRAEX38873_v2_000075160;744;857;1019;960;1039;1005
FRAEX38873_v2_000075170;694;695;764;870;563;892
FRAEX38873_v2_000075180;1230;957;937;471;1204;1079
FRAEX38873_v2_000075230;938;719;802;1160;1129;1159
FRAEX38873_v2_000075240;8;0;0;2;0;1
FRAEX38873_v2_000075250;78;44;11;49;42;72
FRAEX38873_v2_000075270;6512;4371;3892;5136;4159;2947
FRAEX38873_v2_000075280;5389;2764;911;5029;23430;6793
FRAEX38873_v2_000075290;143;103;130;123;173;128
FRAEX38873_v2_000075300;13;10;6;25;43;20
FRAEX38873_v2_000075310;1038;968;806;1160;1251;1285
FRAEX38873_v2_000075320;646;531;547;573;633;494
FRAEX38873_v2_000075330;759;962;798;1501;1241;1148
FRAEX38873_v2_000075340;466;414;296;476;643;456
FRAEX38873_v2_000075350;1111;998;810;586;701;643
FRAEX38873_v2_000075360;0;0;0;0;0;0
FRAEX38873_v2_000075370;0;0;0;0;0;0
FRAEX38873_v2_000075380;4;6;13;35;3;22
FRAEX38873_v2_000075390;0;0;0;0;0;0
FRAEX38873_v2_000075400;62;61;74;66;61;80
FRAEX38873_v2_000075410;1929;1611;2241;1669;1783;1542
FRAEX38873_v2_000075420;315;296;318;785;688;999
FRAEX38873_v2_000075430;2063;2370;1812;1440;2439;1769
FRAEX38873_v2_000075440;2295;2399;2453;2932;2845;3119
FRAEX38873_v2_000075450;1;8;17;57;166;47
FRAEX38873_v2_000075460;143;104;40;216;174;151
FRAEX38873_v2_000075470;6420;6813;4334;4422;3891;4630
FRAEX38873_v2_000075480;1783;1760;1638;1147;1367;1421
FRAEX38873_v2_000075490;127;120;111;151;193;157
FRAEX38873_v2_000075500;424;467;383;744;810;741
FRAEX38873_v2_000075510;0;8;2;12;3;0
FRAEX38873_v2_000075520;67;69;36;138;153;98
FRAEX38873_v2_000075530;0;0;0;0;0;0
FRAEX38873_v2_000075540;0;0;0;0;5;2
FRAEX38873_v2_000075560;67;22;52;17;32;19
FRAEX38873_v2_000075570;165;166;211;156;176;215
FRAEX38873_v2_000075680;0;0;0;0;0;0
FRAEX38873_v2_000075690;0;0;0;0;0;2
FRAEX38873_v2_000075700;0;0;0;739;619;820
FRAEX38873_v2_000075720;1;0;0;0;2;2
FRAEX38873_v2_000075730;22;137;374;5;20;315
FRAEX38873_v2_000075740;3465;3000;2316;1054;1117;1377
FRAEX38873_v2_000075750;364;347;552;639;581;658
FRAEX38873_v2_000075760;1177;785;596;466;545;507
FRAEX38873_v2_000075770;0;0;0;0;0;0
FRAEX38873_v2_000075780;0;0;0;0;0;0
FRAEX38873_v2_000075790;957;811;607;1284;1078;1068
FRAEX38873_v2_000075800;118;107;69;26;47;65
FRAEX38873_v2_000075810;280;114;123;33;76;105
FRAEX38873_v2_000075820;10;1;4;201;26;229
FRAEX38873_v2_000075840;262;474;303;220;322;229
FRAEX38873_v2_000075850;1659;1472;1303;1283;1346;1225
FRAEX38873_v2_000075860;0;0;0;0;0;0
FRAEX38873_v2_000075870;3256;3468;3897;2201;2508;2661
FRAEX38873_v2_000075880;0;0;0;0;2;0
FRAEX38873_v2_000075890;2787;2312;2201;1793;2618;2198
FRAEX38873_v2_000075900;0;0;0;3;1;0
FRAEX38873_v2_000075910;243;208;194;259;232;141
FRAEX38873_v2_000075920;638;486;440;525;637;511
FRAEX38873_v2_000075930;408;395;346;279;340;308
FRAEX38873_v2_000075940;3261;2594;2047;2220;2506;2555
FRAEX38873_v2_000075950;116;86;130;114;130;112
FRAEX38873_v2_000075960;7;40;33;29;40;58
FRAEX38873_v2_000075970;552;1446;367;2906;1066;1039
FRAEX38873_v2_000075980;174;468;237;14;16;81
FRAEX38873_v2_000075990;0;0;0;14;8;7
FRAEX38873_v2_000076000;1263;1190;1216;1474;1130;1701
FRAEX38873_v2_000076010;113;126;1186;2326;4928;10715
FRAEX38873_v2_000076020;2022;1676;1333;1168;1599;1837
FRAEX38873_v2_000076030;0;0;0;0;0;0
FRAEX38873_v2_000076040;0;0;0;0;0;0
FRAEX38873_v2_000076050;0;0;0;0;0;0
FRAEX38873_v2_000076060;0;0;0;0;0;0
FRAEX38873_v2_000076070;672;778;845;847;934;804
FRAEX38873_v2_000076090;440;778;549;2199;1048;1320
FRAEX38873_v2_000076100;13;8;7;66;31;15
FRAEX38873_v2_000076110;89;106;57;227;133;160
FRAEX38873_v2_000076120;6;3;7;466;116;334
FRAEX38873_v2_000076130;862;513;278;968;547;471
FRAEX38873_v2_000076160;508;399;112;41;255;135
FRAEX38873_v2_000076170;850;765;556;1094;1570;1116
FRAEX38873_v2_000076180;25;50;16;78;87;31
