Geneid;sorted.step1.CH100_B8_C_hisat2.bam;sorted.step1.CH16_B8_C_hisat2.bam;sorted.step1.CH44_B8_C_hisat2.bam;sorted.step1.CH13_B8_EAB_hisat2.bam;sorted.step1.CH41_B8_EAB_hisat2.bam;sorted.step1.CH97_B8_EAB_hisat2.bam
FRAEX38873_v2_000256400;212;73;145;68;81;82
FRAEX38873_v2_000256410;16;9;30;373;394;300
FRAEX38873_v2_000256420;10043;16139;12879;14638;11729;13802
FRAEX38873_v2_000256430;8;47;54;0;0;0
FRAEX38873_v2_000256440;101;142;178;51;82;61
FRAEX38873_v2_000256450;1390;1648;2155;1447;1974;1312
FRAEX38873_v2_000256460;0;0;0;0;0;0
FRAEX38873_v2_000256470;82;119;128;189;91;153
FRAEX38873_v2_000256480;181;108;137;1039;3905;1029
FRAEX38873_v2_000256490;2900;1102;2133;5141;1809;3139
FRAEX38873_v2_000256500;30;19;19;954;105;494
FRAEX38873_v2_000256510;27;55;88;36;34;42
FRAEX38873_v2_000256520;353;1539;1317;309;851;126
FRAEX38873_v2_000256770;0;0;0;0;0;0
FRAEX38873_v2_000256780;0;0;0;0;0;3
FRAEX38873_v2_000256790;53;20;28;27;40;60
FRAEX38873_v2_000256800;0;0;0;0;0;0
FRAEX38873_v2_000256810;0;6;1;0;0;1
FRAEX38873_v2_000257050;100;83;137;198;150;333
FRAEX38873_v2_000257060;126;115;129;77;134;104
FRAEX38873_v2_000257070;11;0;1;54;0;41
FRAEX38873_v2_000257080;628;605;828;428;615;595
FRAEX38873_v2_000257090;138;124;74;42;13;23
FRAEX38873_v2_000257100;976;502;770;673;1086;1290
FRAEX38873_v2_000257110;264;170;300;283;252;543
FRAEX38873_v2_000257120;23;8;8;16;17;15
FRAEX38873_v2_000257130;1125;950;1015;1165;1521;1324
FRAEX38873_v2_000257140;58;110;211;101;130;364
FRAEX38873_v2_000257150;260;216;452;385;355;346
FRAEX38873_v2_000257160;26;58;45;45;69;67
FRAEX38873_v2_000257170;7;83;92;284;362;259
FRAEX38873_v2_000257180;825;574;956;771;1153;990
FRAEX38873_v2_000257190;8;30;58;18;28;19
FRAEX38873_v2_000257200;837;294;306;1291;1794;1756
FRAEX38873_v2_000257400;2030;1490;1653;1602;1731;1547
FRAEX38873_v2_000257420;824;718;786;400;385;400
FRAEX38873_v2_000257730;81;155;118;169;138;192
FRAEX38873_v2_000257740;3892;4009;5130;2265;4823;3972
FRAEX38873_v2_000257750;129;213;297;352;386;253
FRAEX38873_v2_000257760;1296;1022;1302;444;668;606
FRAEX38873_v2_000257770;0;0;0;0;0;0
FRAEX38873_v2_000257780;0;0;0;0;0;0
FRAEX38873_v2_000257790;0;0;0;0;0;0
FRAEX38873_v2_000257800;701;611;761;485;369;726
FRAEX38873_v2_000257810;230;167;252;146;214;130
FRAEX38873_v2_000257820;0;7;0;62;30;34
FRAEX38873_v2_000257830;0;0;0;0;0;0
FRAEX38873_v2_000257840;264;193;234;313;239;279
FRAEX38873_v2_000257850;4268;4313;4051;2131;2485;3156
FRAEX38873_v2_000257860;6;5;3;2;4;10
FRAEX38873_v2_000258220;114;537;777;108;388;207
FRAEX38873_v2_000258230;8;0;25;19;10;12
FRAEX38873_v2_000258240;11;0;10;7;7;7
FRAEX38873_v2_000258250;0;0;3;9;39;29
FRAEX38873_v2_000258260;1;19;51;4;8;49
FRAEX38873_v2_000258270;305;238;431;466;272;322
FRAEX38873_v2_000258280;17;0;0;7;4;5
FRAEX38873_v2_000258290;84;46;162;24;14;30
FRAEX38873_v2_000258300;0;0;0;0;0;0
FRAEX38873_v2_000258310;8492;6463;4978;691;2781;3759
FRAEX38873_v2_000258320;47;7;50;96;92;148
FRAEX38873_v2_000258330;6;12;11;50;9;6
FRAEX38873_v2_000258340;21;95;56;18;22;16
FRAEX38873_v2_000258350;39;61;33;48;19;30
FRAEX38873_v2_000258360;0;0;0;11;3;3
FRAEX38873_v2_000258370;61;221;320;151;182;150
FRAEX38873_v2_000258380;71;10;12;9;234;12
FRAEX38873_v2_000258390;0;0;0;0;0;1
FRAEX38873_v2_000258400;24;35;56;24;48;33
FRAEX38873_v2_000258410;0;0;0;0;0;0
FRAEX38873_v2_000258420;443;303;367;198;477;181
FRAEX38873_v2_000258810;0;0;0;6;21;8
FRAEX38873_v2_000258820;10;0;18;158;414;141
FRAEX38873_v2_000258830;1148;1257;1691;1111;1355;1562
FRAEX38873_v2_000258840;0;0;6;141;0;142
FRAEX38873_v2_000259330;0;0;0;0;0;0
FRAEX38873_v2_000259340;121;118;100;239;301;331
FRAEX38873_v2_000259350;0;0;0;0;0;0
FRAEX38873_v2_000259360;320;249;198;420;506;443
FRAEX38873_v2_000259370;0;0;0;0;0;0
FRAEX38873_v2_000259380;137;155;153;162;124;155
FRAEX38873_v2_000259390;362;620;766;1125;1015;1204
FRAEX38873_v2_000259400;95;211;172;121;106;127
FRAEX38873_v2_000259410;40;370;395;0;0;0
FRAEX38873_v2_000259420;0;16;36;0;0;0
FRAEX38873_v2_000259440;60;356;1107;5691;14093;4794
FRAEX38873_v2_000259450;18;67;69;281;91;247
FRAEX38873_v2_000259460;2729;2895;2824;1952;2604;1981
FRAEX38873_v2_000259470;9;2;11;56;4;38
FRAEX38873_v2_000259480;0;0;5;37;33;26
FRAEX38873_v2_000259490;0;0;0;0;0;0
FRAEX38873_v2_000259500;3;3;12;0;0;0
FRAEX38873_v2_000259640;1625;1302;1870;1050;798;2858
FRAEX38873_v2_000259650;43;14;8;0;2;0
FRAEX38873_v2_000259660;135;28;31;6;34;37
FRAEX38873_v2_000259670;780;747;881;559;528;646
FRAEX38873_v2_000259680;78;17;26;5;5;0
FRAEX38873_v2_000259690;169;105;206;208;118;146
FRAEX38873_v2_000259700;105;65;108;430;230;352
FRAEX38873_v2_000259710;322;90;337;328;405;416
FRAEX38873_v2_000259720;266;529;619;591;597;658
FRAEX38873_v2_000259730;94;131;117;116;111;118
FRAEX38873_v2_000259740;0;0;0;0;0;0
FRAEX38873_v2_000259750;0;0;0;1;0;1
FRAEX38873_v2_000259760;538;559;508;415;518;499
FRAEX38873_v2_000259770;64;97;80;110;120;81
FRAEX38873_v2_000259780;24;3;49;14;37;12
FRAEX38873_v2_000259790;56;99;230;198;407;254
FRAEX38873_v2_000259800;1644;1688;1453;1308;1932;988
FRAEX38873_v2_000259810;231;24;69;146;38;224
FRAEX38873_v2_000259820;12;2;96;4;3;1
FRAEX38873_v2_000259830;520;602;608;157;291;239
FRAEX38873_v2_000259840;3416;2377;2614;2994;3838;4761
FRAEX38873_v2_000260100;0;0;0;0;0;2
FRAEX38873_v2_000260110;0;0;0;0;0;0
FRAEX38873_v2_000260120;0;0;0;0;0;0
FRAEX38873_v2_000260490;1824;3040;2493;9363;8376;15884
FRAEX38873_v2_000260500;110;234;173;445;503;549
FRAEX38873_v2_000260510;8;16;35;65;118;57
FRAEX38873_v2_000260520;0;0;0;0;0;0
FRAEX38873_v2_000260530;622;438;313;56;143;496
FRAEX38873_v2_000260730;96;103;106;39;173;29
FRAEX38873_v2_000260740;0;0;0;0;0;0
FRAEX38873_v2_000260750;626;1138;1402;996;995;1088
FRAEX38873_v2_000260760;0;2;2;0;0;0
FRAEX38873_v2_000260770;266;120;117;185;392;177
FRAEX38873_v2_000260780;79;53;53;108;63;63
FRAEX38873_v2_000260790;1464;4935;6277;3049;3442;5182
FRAEX38873_v2_000260800;12761;11305;11470;11525;19170;13033
FRAEX38873_v2_000260810;47;78;87;95;104;144
FRAEX38873_v2_000260820;172;82;161;250;231;159
FRAEX38873_v2_000261210;896;414;407;827;1047;1138
FRAEX38873_v2_000261220;14;0;5;94;365;144
FRAEX38873_v2_000261230;0;0;0;0;0;0
FRAEX38873_v2_000261240;1937;2921;1809;1588;2096;2093
FRAEX38873_v2_000261250;733;1371;1430;1555;1571;1535
FRAEX38873_v2_000261260;1152;622;738;59;131;183
FRAEX38873_v2_000261270;5267;6407;5152;4760;5275;4840
FRAEX38873_v2_000261280;305;195;387;426;488;460
FRAEX38873_v2_000261290;103;119;350;421;42;321
FRAEX38873_v2_000261430;4193;3107;3642;1263;860;1629
FRAEX38873_v2_000261440;10253;8375;11788;21898;17923;32624
FRAEX38873_v2_000261450;2439;3624;4092;2720;3491;3588
FRAEX38873_v2_000261460;227;141;134;163;453;121
FRAEX38873_v2_000261470;98;35;119;113;0;113
FRAEX38873_v2_000261480;51;180;391;388;1037;568
FRAEX38873_v2_000261490;65;124;62;88;90;81
FRAEX38873_v2_000261520;7;12;20;218;92;320
FRAEX38873_v2_000261530;519;1155;1100;495;363;631
FRAEX38873_v2_000261680;901;687;872;394;483;526
FRAEX38873_v2_000261690;1156;496;571;357;514;413
FRAEX38873_v2_000261700;393;878;1627;6648;5376;8258
FRAEX38873_v2_000261710;724;357;539;182;235;165
FRAEX38873_v2_000261720;431;920;2174;1663;1954;2194
FRAEX38873_v2_000261730;347;636;673;734;649;705
FRAEX38873_v2_000261740;37;36;59;633;250;739
FRAEX38873_v2_000261750;265;226;441;359;437;438
FRAEX38873_v2_000261760;0;0;0;15;0;9
FRAEX38873_v2_000261770;20;19;16;44;13;22
FRAEX38873_v2_000261780;19855;19100;15649;5466;7631;12375
FRAEX38873_v2_000261800;1033;599;622;747;671;802
FRAEX38873_v2_000261810;1574;785;1012;868;2026;1607
FRAEX38873_v2_000261820;0;0;0;0;0;5
FRAEX38873_v2_000262010;138;489;684;112;195;195
FRAEX38873_v2_000262020;0;0;0;0;0;0
FRAEX38873_v2_000262030;114;118;174;130;103;114
FRAEX38873_v2_000262040;43;10;38;25;21;23
FRAEX38873_v2_000262050;374;294;277;179;396;16
FRAEX38873_v2_000262060;457;398;365;145;120;121
FRAEX38873_v2_000262070;97;199;281;326;260;329
FRAEX38873_v2_000262080;48;61;49;675;266;1377
FRAEX38873_v2_000262090;228;199;271;674;508;667
FRAEX38873_v2_000262320;150;67;164;158;121;117
FRAEX38873_v2_000262330;509;424;543;880;876;704
FRAEX38873_v2_000262340;11;60;100;16;17;93
FRAEX38873_v2_000262350;0;0;0;0;0;0
FRAEX38873_v2_000262360;0;0;0;0;5;0
FRAEX38873_v2_000262760;192;102;209;39;39;57
FRAEX38873_v2_000262770;6990;5545;4803;2915;1522;3200
FRAEX38873_v2_000262780;0;8;0;0;0;0
FRAEX38873_v2_000262790;63;51;94;34;65;97
FRAEX38873_v2_000262800;1316;704;911;1703;1601;2097
FRAEX38873_v2_000262810;6;0;0;0;0;1
FRAEX38873_v2_000262820;0;7;4;68;172;28
FRAEX38873_v2_000262830;0;0;0;0;0;0
FRAEX38873_v2_000262840;0;0;0;0;0;0
FRAEX38873_v2_000262850;327;272;309;676;355;536
FRAEX38873_v2_000262860;393;566;814;302;337;341
FRAEX38873_v2_000262870;7;61;96;21;0;5
FRAEX38873_v2_000262880;1091;414;724;419;268;7068
FRAEX38873_v2_000262890;7;58;100;20;5;537
FRAEX38873_v2_000263140;1729;939;1788;565;469;744
FRAEX38873_v2_000263150;259;196;292;507;508;357
FRAEX38873_v2_000263160;1822;2111;1707;1275;1211;3420
FRAEX38873_v2_000263170;114;67;222;10;0;22
FRAEX38873_v2_000263180;12;18;31;19;7;9
FRAEX38873_v2_000263190;87;263;612;747;829;1174
FRAEX38873_v2_000263200;693;517;738;75;66;183
FRAEX38873_v2_000263210;0;0;0;0;0;0
FRAEX38873_v2_000263220;641;1319;1317;273;451;126
FRAEX38873_v2_000263230;419;227;435;370;350;649
FRAEX38873_v2_000263540;15;9;109;3;7;33
FRAEX38873_v2_000263550;1148;1416;3086;1652;1458;2371
FRAEX38873_v2_000263790;483;285;649;153;151;110
FRAEX38873_v2_000263800;29;52;97;266;271;400
FRAEX38873_v2_000263810;3;40;4;0;0;0
FRAEX38873_v2_000263820;0;0;0;0;0;0
FRAEX38873_v2_000263830;1136;1446;1411;369;94;695
FRAEX38873_v2_000263840;0;0;0;0;1;0
FRAEX38873_v2_000263850;0;0;1;0;0;0
FRAEX38873_v2_000263870;99;192;128;102;52;112
FRAEX38873_v2_000263880;42;14;16;115;40;178
FRAEX38873_v2_000263890;8;10;8;56;6;54
FRAEX38873_v2_000263900;619;356;428;292;265;321
FRAEX38873_v2_000263910;983;601;834;287;399;401
FRAEX38873_v2_000263920;5;32;24;177;79;112
FRAEX38873_v2_000263930;2257;2281;2698;1479;2001;1959
FRAEX38873_v2_000263940;0;0;0;0;0;0
FRAEX38873_v2_000264140;399;66;139;1729;73;365
FRAEX38873_v2_000264150;3;2;0;0;0;0
FRAEX38873_v2_000264160;304;455;582;214;310;287
FRAEX38873_v2_000264170;148;175;130;291;265;265
FRAEX38873_v2_000264180;695;628;762;881;899;972
FRAEX38873_v2_000264190;0;0;0;0;0;0
FRAEX38873_v2_000264200;158;456;441;144;287;184
FRAEX38873_v2_000264210;77;68;47;31;22;25
FRAEX38873_v2_000264220;1003;884;908;564;785;634
FRAEX38873_v2_000264230;50;18;27;9;17;26
FRAEX38873_v2_000264530;532;683;898;1216;1182;1446
FRAEX38873_v2_000264540;105;31;7;94;115;158
FRAEX38873_v2_000264550;1251;766;1192;401;752;713
FRAEX38873_v2_000264560;0;6;1;0;0;0
FRAEX38873_v2_000264570;19;17;8;72;291;23
FRAEX38873_v2_000264580;13595;9264;9339;4756;6524;4856
FRAEX38873_v2_000264590;292;259;391;596;321;502
FRAEX38873_v2_000264600;108;281;431;383;292;603
FRAEX38873_v2_000264610;47;84;122;110;61;123
FRAEX38873_v2_000264620;1833;2650;2742;1953;1846;2428
FRAEX38873_v2_000264630;726;1145;1397;1395;1244;1385
FRAEX38873_v2_000264640;127;92;177;203;215;257
FRAEX38873_v2_000264650;711;992;938;1296;1351;1480
FRAEX38873_v2_000264660;0;0;0;0;0;0
FRAEX38873_v2_000264670;267;171;251;73;157;168
FRAEX38873_v2_000264680;252;58;104;68;108;93
FRAEX38873_v2_000264690;1758;1147;1286;619;887;839
FRAEX38873_v2_000264700;747;266;223;526;638;421
FRAEX38873_v2_000264710;1144;1101;966;1342;1627;1541
FRAEX38873_v2_000264720;0;0;0;0;0;0
FRAEX38873_v2_000264730;640;805;1038;685;986;592
FRAEX38873_v2_000264740;2314;3205;4711;340;2532;351
FRAEX38873_v2_000264750;51;71;81;37;66;22
FRAEX38873_v2_000264760;83;127;142;64;28;43
FRAEX38873_v2_000264770;727;1384;1328;557;679;633
FRAEX38873_v2_000264790;165;250;412;97;102;129
FRAEX38873_v2_000264800;44;34;86;23;67;46
FRAEX38873_v2_000264810;0;3;0;0;0;2
FRAEX38873_v2_000264980;1680;1226;1250;1425;2379;1686
FRAEX38873_v2_000264990;228;633;1039;733;722;1242
FRAEX38873_v2_000265000;30;20;60;177;234;689
FRAEX38873_v2_000265010;242;362;402;381;983;639
FRAEX38873_v2_000265020;595;791;989;1103;1392;1026
FRAEX38873_v2_000265030;1581;1634;2534;1038;1800;2134
FRAEX38873_v2_000265040;0;0;0;0;0;0
FRAEX38873_v2_000265050;687;458;539;535;680;609
FRAEX38873_v2_000265060;443;333;360;309;428;492
FRAEX38873_v2_000265070;15;12;19;28;38;27
FRAEX38873_v2_000265080;71;50;61;28;11;79
FRAEX38873_v2_000265280;728;997;847;123;299;195
FRAEX38873_v2_000265290;4808;7862;8481;4966;5188;5091
FRAEX38873_v2_000265710;1980;2571;2191;1340;2260;2295
FRAEX38873_v2_000265720;3044;2066;2241;768;736;856
FRAEX38873_v2_000265730;422;506;767;286;424;303
FRAEX38873_v2_000265740;1574;1577;1687;1193;1520;1742
FRAEX38873_v2_000265750;0;0;4;0;2;5
FRAEX38873_v2_000265760;6;0;12;15;16;7
FRAEX38873_v2_000265770;9;3;22;74;10;55
FRAEX38873_v2_000265780;666;719;892;610;936;828
FRAEX38873_v2_000265790;404;427;410;635;613;644
FRAEX38873_v2_000265800;2302;3321;5827;2310;1880;3644
FRAEX38873_v2_000266040;4948;4413;5231;3397;5582;5837
FRAEX38873_v2_000266050;1201;938;855;1272;1825;2175
FRAEX38873_v2_000266060;24;29;76;14;25;9
FRAEX38873_v2_000266070;448;714;1033;1198;1141;1354
FRAEX38873_v2_000266080;0;0;0;0;0;0
FRAEX38873_v2_000266090;2107;2727;3534;1505;8501;726
FRAEX38873_v2_000266100;8489;4756;4243;6315;8578;9913
FRAEX38873_v2_000266770;156;431;868;172;149;287
FRAEX38873_v2_000266780;741;582;721;280;384;348
FRAEX38873_v2_000266790;317;295;347;322;399;439
FRAEX38873_v2_000266800;406;303;311;422;403;356
FRAEX38873_v2_000266810;43;161;253;169;142;252
FRAEX38873_v2_000266820;124;53;145;187;92;143
FRAEX38873_v2_000266830;0;0;0;0;0;0
FRAEX38873_v2_000266840;8;0;0;0;3;7
FRAEX38873_v2_000266850;4;2;3;68;96;63
FRAEX38873_v2_000266860;8;3;0;0;0;1
FRAEX38873_v2_000266870;424;558;493;362;460;485
FRAEX38873_v2_000266880;1316;1774;1395;739;894;1195
FRAEX38873_v2_000266890;830;615;882;165;394;244
FRAEX38873_v2_000266900;802;748;1161;1035;988;1160
FRAEX38873_v2_000266910;529;383;694;767;658;830
FRAEX38873_v2_000266920;0;0;2;0;0;4
FRAEX38873_v2_000266930;1012;800;873;824;1065;1252
FRAEX38873_v2_000266940;603;3788;2535;2765;5267;2543
FRAEX38873_v2_000266950;26;973;1383;522;814;293
FRAEX38873_v2_000266960;634;799;730;645;476;531
FRAEX38873_v2_000267300;20;0;24;0;0;0
FRAEX38873_v2_000267310;33;10;62;1;0;5
FRAEX38873_v2_000267320;255;473;969;698;472;812
FRAEX38873_v2_000267330;4031;2009;4141;190;436;211
FRAEX38873_v2_000267340;380;346;381;375;332;543
FRAEX38873_v2_000267350;180;179;183;95;128;227
FRAEX38873_v2_000267360;0;0;3;0;0;9
FRAEX38873_v2_000267370;943;1287;1865;1376;1345;1169
FRAEX38873_v2_000267380;844;95;38;109;41;105
FRAEX38873_v2_000267390;2088;1307;1453;4759;3611;7608
FRAEX38873_v2_000267400;94;87;97;228;91;239
FRAEX38873_v2_000267410;1174;306;611;5414;367;3776
FRAEX38873_v2_000267420;544;598;927;1597;1608;1737
FRAEX38873_v2_000267430;0;0;0;0;0;0
FRAEX38873_v2_000267440;10;0;2;0;0;0
FRAEX38873_v2_000267450;3295;2939;4040;2055;2268;4163
FRAEX38873_v2_000267460;59;81;203;697;1500;500
FRAEX38873_v2_000267470;0;34;1;0;0;0
FRAEX38873_v2_000267480;1482;1656;2308;890;1447;1194
FRAEX38873_v2_000267490;0;0;0;0;0;0
FRAEX38873_v2_000267500;20;66;48;19;13;6
FRAEX38873_v2_000267510;311;218;356;1313;1576;2143
FRAEX38873_v2_000267520;0;0;4;0;13;0
FRAEX38873_v2_000267530;0;0;10;8;397;5
FRAEX38873_v2_000267540;3998;4472;4584;8047;4957;6613
FRAEX38873_v2_000267550;129;216;224;196;242;231
FRAEX38873_v2_000267560;12;150;216;682;340;2080
FRAEX38873_v2_000267900;318;448;646;953;589;647
FRAEX38873_v2_000267910;0;0;0;8;1;4
FRAEX38873_v2_000267920;0;0;0;0;0;0
FRAEX38873_v2_000267930;804;104;135;425;338;214
FRAEX38873_v2_000267940;0;0;0;0;1;0
FRAEX38873_v2_000267950;13;36;12;0;0;1
FRAEX38873_v2_000267960;1263;896;1794;708;937;967
FRAEX38873_v2_000267970;2495;2189;2849;3470;2533;3385
FRAEX38873_v2_000267980;316;294;448;673;407;787
FRAEX38873_v2_000267990;210;174;285;158;123;134
FRAEX38873_v2_000268000;194;120;187;150;206;169
FRAEX38873_v2_000268010;101;24;34;0;9;33
FRAEX38873_v2_000268020;667;904;2942;1461;2319;1783
FRAEX38873_v2_000268030;0;3;0;1;0;8
FRAEX38873_v2_000268050;300;216;389;375;258;219
FRAEX38873_v2_000268270;0;0;0;0;0;0
FRAEX38873_v2_000268280;0;0;0;0;0;0
FRAEX38873_v2_000268290;0;0;0;0;0;0
FRAEX38873_v2_000268320;0;0;0;2;0;0
FRAEX38873_v2_000268330;302;198;234;419;382;368
FRAEX38873_v2_000268340;20;19;17;53;76;44
FRAEX38873_v2_000268350;214;310;328;170;232;246
FRAEX38873_v2_000268360;41;53;47;71;184;58
FRAEX38873_v2_000268370;0;0;0;20;80;105
FRAEX38873_v2_000268380;14;13;33;5;10;18
FRAEX38873_v2_000268390;2202;1219;1531;270;693;422
FRAEX38873_v2_000268400;0;1;11;23;1;18
FRAEX38873_v2_000268410;210;228;349;336;278;313
FRAEX38873_v2_000268420;58;21;34;99;157;44
FRAEX38873_v2_000268430;42;42;81;745;1000;1067
FRAEX38873_v2_000268440;4747;2057;3241;1076;1789;1616
FRAEX38873_v2_000268450;3985;6148;6157;6555;9641;4709
FRAEX38873_v2_000268460;57;88;80;67;64;56
FRAEX38873_v2_000268470;0;0;1;0;5;3
FRAEX38873_v2_000268480;721;1063;996;2080;1501;1503
FRAEX38873_v2_000268490;44;35;91;56;55;35
FRAEX38873_v2_000268500;527;348;534;862;884;935
FRAEX38873_v2_000268510;347;367;468;449;437;484
FRAEX38873_v2_000268520;858;755;1120;1251;943;1330
FRAEX38873_v2_000268760;0;0;4;0;0;0
FRAEX38873_v2_000268770;0;0;8;2;0;1
FRAEX38873_v2_000268780;1289;1235;1242;607;722;828
FRAEX38873_v2_000268790;272;118;245;97;140;116
FRAEX38873_v2_000268800;116;99;268;160;135;339
FRAEX38873_v2_000268810;0;0;0;0;0;0
FRAEX38873_v2_000268820;0;0;0;0;0;0
FRAEX38873_v2_000268830;116;124;271;163;179;309
FRAEX38873_v2_000268840;2262;1065;1732;582;823;671
FRAEX38873_v2_000268850;167;195;489;88;154;139
FRAEX38873_v2_000268860;0;4;1;0;0;3
FRAEX38873_v2_000269320;67;365;365;67;56;101
FRAEX38873_v2_000269330;1928;351;570;5652;383;1786
FRAEX38873_v2_000269340;82;33;46;74;105;101
FRAEX38873_v2_000269350;101;31;24;27;43;25
FRAEX38873_v2_000269360;510;323;619;134;124;170
FRAEX38873_v2_000269370;859;642;861;587;877;804
FRAEX38873_v2_000269380;0;0;0;0;0;0
FRAEX38873_v2_000269390;2841;3249;3098;6539;5206;5069
FRAEX38873_v2_000269400;288;397;449;737;655;614
FRAEX38873_v2_000269410;3080;2093;3008;1933;2386;2391
FRAEX38873_v2_000269420;451;687;686;375;528;317
FRAEX38873_v2_000269430;383;442;458;718;570;632
FRAEX38873_v2_000269440;0;35;38;0;0;2
FRAEX38873_v2_000269450;2004;3067;4582;3304;3259;4099
FRAEX38873_v2_000269460;284;62;79;16;19;25
FRAEX38873_v2_000269470;637;667;838;1617;2230;3553
FRAEX38873_v2_000269480;8;19;32;7;15;16
FRAEX38873_v2_000269490;0;0;0;3;0;4
FRAEX38873_v2_000269500;570;718;1199;1290;1004;1066
FRAEX38873_v2_000269510;1096;1013;1264;518;594;442
FRAEX38873_v2_000269790;29;1;16;100;2;88
FRAEX38873_v2_000269800;0;0;0;0;0;0
FRAEX38873_v2_000269810;0;0;0;0;0;0
FRAEX38873_v2_000269820;26;0;2;4;5;195
FRAEX38873_v2_000269830;244;273;271;545;490;644
FRAEX38873_v2_000269840;51;45;75;9;4;22
FRAEX38873_v2_000269850;2029;2211;2576;862;794;1158
FRAEX38873_v2_000269860;4;0;0;0;12;2
FRAEX38873_v2_000269870;0;0;0;0;0;0
FRAEX38873_v2_000269880;1156;1007;1440;285;552;726
FRAEX38873_v2_000269890;162;103;115;134;168;146
FRAEX38873_v2_000269900;47;13;48;463;658;353
FRAEX38873_v2_000269910;2680;2317;2104;2868;2577;2715
FRAEX38873_v2_000270240;374;303;380;274;236;338
FRAEX38873_v2_000270250;20;66;57;23;28;24
FRAEX38873_v2_000270260;0;0;6;0;0;0
FRAEX38873_v2_000270610;1719;724;875;1590;1389;1824
FRAEX38873_v2_000270620;1028;968;982;573;818;838
FRAEX38873_v2_000270630;579;1510;1710;2361;2349;2291
FRAEX38873_v2_000270640;1757;3095;2394;4650;3462;3928
FRAEX38873_v2_000270650;0;0;0;0;0;0
FRAEX38873_v2_000270660;2666;4161;4673;2969;2265;3694
FRAEX38873_v2_000270670;0;0;0;0;0;1
FRAEX38873_v2_000270680;2;12;8;0;1;0
FRAEX38873_v2_000271080;895;445;603;364;452;423
FRAEX38873_v2_000271090;161;184;205;243;245;408
FRAEX38873_v2_000271100;1209;1934;2206;2738;2511;3287
FRAEX38873_v2_000271530;0;25;24;9;3;28
FRAEX38873_v2_000271540;406;373;422;843;531;583
FRAEX38873_v2_000271550;514;347;530;678;853;866
FRAEX38873_v2_000271560;0;0;0;65;7;129
FRAEX38873_v2_000271570;0;0;0;0;0;0
FRAEX38873_v2_000271840;11;10;3;0;0;0
FRAEX38873_v2_000271850;0;8;0;0;0;0
FRAEX38873_v2_000271860;0;0;0;4;12;0
FRAEX38873_v2_000271870;0;3;0;73;11;99
FRAEX38873_v2_000272070;2368;3843;8262;7513;15406;12531
FRAEX38873_v2_000272080;46;3;13;318;154;161
FRAEX38873_v2_000272090;37;11;11;307;229;312
FRAEX38873_v2_000272100;339;202;258;989;1050;540
FRAEX38873_v2_000272110;87;59;112;285;253;199
FRAEX38873_v2_000272340;1002;914;1108;701;1166;1135
FRAEX38873_v2_000272350;52;18;70;13;26;20
FRAEX38873_v2_000272590;261;154;168;126;38;235
FRAEX38873_v2_000272600;1682;1138;1357;684;639;840
FRAEX38873_v2_000272610;0;0;0;0;0;0
FRAEX38873_v2_000272620;1600;1248;2255;653;655;1030
FRAEX38873_v2_000272630;602;541;493;155;409;757
FRAEX38873_v2_000272640;2409;3400;3838;1644;2465;1727
FRAEX38873_v2_000272650;446;519;545;598;620;792
FRAEX38873_v2_000272660;39;2;0;566;99;499
FRAEX38873_v2_000272670;0;0;0;0;4;66
FRAEX38873_v2_000272830;1252;1161;1324;1202;1455;1392
FRAEX38873_v2_000272840;0;0;0;0;0;0
FRAEX38873_v2_000272850;43;31;53;21;44;26
FRAEX38873_v2_000272860;0;0;0;0;0;3
FRAEX38873_v2_000272980;1866;3275;4757;1649;1989;2482
FRAEX38873_v2_000272990;5937;13226;12319;8923;6763;6971
FRAEX38873_v2_000273000;778;747;1181;570;601;641
FRAEX38873_v2_000273010;26;84;47;518;1132;406
FRAEX38873_v2_000273020;2056;1240;2134;14;114;17
FRAEX38873_v2_000273030;32;304;489;51;91;36
FRAEX38873_v2_000273040;1435;1505;2293;1688;1579;2083
FRAEX38873_v2_000273050;3239;3416;5018;1498;2066;2296
FRAEX38873_v2_000273060;630;1111;789;1034;807;859
FRAEX38873_v2_000273070;459;830;874;556;789;865
FRAEX38873_v2_000273080;467;443;531;825;829;839
FRAEX38873_v2_000273090;0;0;0;0;0;0
FRAEX38873_v2_000273100;370;639;583;473;411;481
FRAEX38873_v2_000273110;519;663;801;630;501;660
FRAEX38873_v2_000273120;159;200;109;93;76;67
FRAEX38873_v2_000273130;215;208;274;127;179;131
FRAEX38873_v2_000273140;1368;1547;1527;1374;1193;1902
FRAEX38873_v2_000273150;37;69;99;97;165;62
FRAEX38873_v2_000273160;1560;2552;2920;1516;2500;1691
FRAEX38873_v2_000273170;720;1008;1056;946;872;1050
FRAEX38873_v2_000273180;963;835;1538;2724;2024;2239
FRAEX38873_v2_000273190;0;0;0;0;0;0
FRAEX38873_v2_000273730;546;564;716;622;1108;718
FRAEX38873_v2_000273740;617;486;308;0;0;1
FRAEX38873_v2_000273750;0;0;0;0;0;0
FRAEX38873_v2_000273760;2360;2660;3362;1475;1654;1788
FRAEX38873_v2_000273770;285;463;565;125;152;243
FRAEX38873_v2_000273780;25;207;141;347;602;317
FRAEX38873_v2_000273790;327;167;268;812;748;786
FRAEX38873_v2_000273800;20790;16608;12769;6804;15318;5813
FRAEX38873_v2_000273810;0;10;16;7;0;0
